time,Bx,By,Bz,Btotal
2020-09-08 16:49:28.4330,26.91,11.11,0.31,29.11
2020-09-08 16:49:28.5330,27.0,11.6,0.5,29.39
2020-09-08 16:49:28.6330,27.29,11.25,0.32,29.52
2020-09-08 16:49:28.7330,27.37,11.21,0.43,29.58
2020-09-08 16:49:28.8330,27.1,11.16,0.32,29.31
2020-09-08 16:49:28.9340,27.46,11.29,0.19,29.69
2020-09-08 16:49:29.0340,27.44,11.56,0.43,29.78
2020-09-08 16:49:29.1480,27.3,11.46,0.47,29.61
2020-09-08 16:49:29.2500,27.09,11.13,0.21,29.29
2020-09-08 16:49:29.3460,26.93,11.31,0.3,29.21
2020-09-08 16:49:29.4450,27.41,11.3,0.27,29.65
2020-09-08 16:49:29.5450,27.36,11.51,0.31,29.69
2020-09-08 16:49:29.6510,27.46,11.11,0.27,29.62
2020-09-08 16:49:29.7470,27.33,10.98,0.29,29.45
2020-09-08 16:49:29.8470,27.36,10.99,0.28,29.49
2020-09-08 16:49:29.9470,27.4,10.78,0.3,29.45
2020-09-08 16:49:30.0460,27.2,11.27,0.73,29.45
2020-09-08 16:49:30.1480,27.36,11.11,0.69,29.54
2020-09-08 16:49:30.2450,27.36,11.15,0.23,29.54
2020-09-08 16:49:30.3450,27.09,11.17,0.12,29.3
2020-09-08 16:49:30.4440,27.37,11.1,0.11,29.53
2020-09-08 16:49:30.5440,27.32,11.25,0.05,29.55
2020-09-08 16:49:30.6400,27.29,11.25,0.17,29.52
2020-09-08 16:49:30.7400,27.39,11.27,0.44,29.62
2020-09-08 16:49:30.8350,27.42,11.44,0.51,29.71
2020-09-08 16:49:30.9390,27.46,11.18,0.5,29.65
2020-09-08 16:49:31.0340,27.35,11.34,0.36,29.61
2020-09-08 16:49:31.1380,27.37,11.35,0.49,29.64
2020-09-08 16:49:31.2370,27.52,11.52,0.21,29.83
2020-09-08 16:49:31.3370,27.44,11.35,0.53,29.7
2020-09-08 16:49:31.4360,27.22,11.37,0.31,29.5
2020-09-08 16:49:31.5360,27.23,11.27,0.22,29.47
2020-09-08 16:49:31.6370,27.06,11.25,0.45,29.31
2020-09-08 16:49:31.7370,26.96,11.05,0.3,29.14
2020-09-08 16:49:31.8350,27.25,11.15,0.35,29.45
2020-09-08 16:49:31.9350,27.18,11.27,0.34,29.42
