time,Bx,By,Bz,Btotal
2020-09-07 16:25:29.8770,-16.2,17.7,13.31,27.44
2020-09-07 16:25:29.9860,-16.0,17.6,13.29,27.25
2020-09-07 16:25:30.0850,-16.15,17.39,13.39,27.24
2020-09-07 16:25:30.1780,-16.32,17.71,12.98,27.36
2020-09-07 16:25:30.2830,-16.06,17.7,13.23,27.32
2020-09-07 16:25:30.3790,-16.31,17.6,13.2,27.38
2020-09-07 16:25:30.4750,-16.22,17.99,13.22,27.6
2020-09-07 16:25:30.5780,-16.03,17.74,13.43,27.42
2020-09-07 16:25:30.6740,-15.75,17.8,13.2,27.19
2020-09-07 16:25:30.7760,-15.99,17.97,13.38,27.52
2020-09-07 16:25:30.8750,-15.91,17.7,13.32,27.28
2020-09-07 16:25:30.9750,-15.99,17.78,13.25,27.34
2020-09-07 16:25:31.0720,-16.06,17.61,13.26,27.27
2020-09-07 16:25:31.1770,-15.94,17.55,12.91,26.99
2020-09-07 16:25:31.2740,-16.08,17.68,13.28,27.34
2020-09-07 16:25:31.3740,-15.81,17.92,13.25,27.32
2020-09-07 16:25:31.4730,-15.8,17.6,13.11,27.04
2020-09-07 16:25:31.5730,-15.84,17.84,13.38,27.36
2020-09-07 16:25:31.6730,-15.93,17.75,13.31,27.32
2020-09-07 16:25:31.7740,-15.83,17.79,13.11,27.18
2020-09-07 16:25:31.8730,-16.05,17.78,13.15,27.33
2020-09-07 16:25:31.9730,-16.0,17.81,13.32,27.4
2020-09-07 16:25:32.0740,-15.71,17.46,13.16,26.92
2020-09-07 16:25:32.1730,-15.63,17.71,13.04,26.98
2020-09-07 16:25:32.2730,-15.79,17.59,13.31,27.13
2020-09-07 16:25:32.3730,-16.05,17.51,13.11,27.13
2020-09-07 16:25:32.4740,-15.8,17.59,13.05,27.0
2020-09-07 16:25:32.5740,-15.75,17.59,13.18,27.04
2020-09-07 16:25:32.6740,-16.17,17.63,13.37,27.4
2020-09-07 16:25:32.7740,-15.97,17.63,13.2,27.2
2020-09-07 16:25:32.8740,-15.83,17.79,13.28,27.27
2020-09-07 16:25:32.9740,-15.76,17.81,13.43,27.31
2020-09-07 16:25:33.0740,-16.08,17.85,13.09,27.36
2020-09-07 16:25:33.1740,-15.58,17.67,13.2,27.0
2020-09-07 16:25:33.2740,-16.06,17.96,13.41,27.58
2020-09-07 16:25:33.3740,-15.99,17.62,13.16,27.19
2020-09-07 16:25:33.4740,-15.81,17.58,13.12,27.04
2020-09-07 16:25:33.5740,-15.82,17.67,13.04,27.07
2020-09-07 16:25:33.6740,-15.7,17.67,12.98,26.96
2020-09-07 16:25:33.7750,-15.78,17.56,12.96,26.93
2020-09-07 16:25:33.8740,-15.72,17.61,13.3,27.09
2020-09-07 16:25:33.9750,-16.02,17.34,13.14,27.02
2020-09-07 16:25:34.0750,-16.03,17.5,13.06,27.09
2020-09-07 16:25:34.1740,-15.53,17.55,13.25,26.93
2020-09-07 16:25:34.2750,-15.67,17.76,13.19,27.12
2020-09-07 16:25:34.3750,-15.58,17.43,13.11,26.8
2020-09-07 16:25:34.4750,-15.72,17.27,13.11,26.78
2020-09-07 16:25:34.5750,-15.6,17.55,13.33,27.0
2020-09-07 16:25:34.6750,-15.63,17.69,13.27,27.08
2020-09-07 16:25:34.7750,-15.73,17.68,13.06,27.03
2020-09-07 16:25:34.8750,-15.74,17.63,13.14,27.05
2020-09-07 16:25:34.9750,-15.88,17.55,13.04,27.02
2020-09-07 16:25:35.0750,-15.68,17.41,13.19,26.89
2020-09-07 16:25:35.1750,-16.08,17.72,13.21,27.33
2020-09-07 16:25:35.2750,-15.99,17.55,13.13,27.13
2020-09-07 16:25:35.3940,-15.85,17.21,13.04,26.79
2020-09-07 16:25:35.4940,-15.77,17.54,13.13,26.99
2020-09-07 16:25:35.5940,-15.89,17.36,13.18,26.97
2020-09-07 16:25:35.6930,-15.81,17.79,13.21,27.22
2020-09-07 16:25:35.7890,-15.85,17.26,12.89,26.74
2020-09-07 16:25:35.8860,-15.85,17.47,13.01,26.94
2020-09-07 16:25:35.9850,-15.74,17.45,13.15,26.93
2020-09-07 16:25:36.0880,-15.71,17.41,13.24,26.93
2020-09-07 16:25:36.1870,-15.76,17.71,13.22,27.15
2020-09-07 16:25:36.2830,-15.79,17.68,13.31,27.18
2020-09-07 16:25:36.3890,-15.71,17.47,13.26,26.98
2020-09-07 16:25:36.4850,-15.84,17.54,13.15,27.04
2020-09-07 16:25:36.5850,-15.66,17.74,13.24,27.11
2020-09-07 16:25:36.6850,-15.55,17.6,12.9,26.8
2020-09-07 16:25:36.7840,-15.7,17.54,13.11,26.95
2020-09-07 16:25:36.8850,-15.94,17.65,13.02,27.11
2020-09-07 16:25:36.9830,-15.92,17.45,13.11,27.01
2020-09-07 16:25:37.0830,-15.75,17.81,13.09,27.14
2020-09-07 16:25:37.1790,-15.79,17.67,12.91,26.98
2020-09-07 16:25:37.2820,-15.71,17.58,13.21,27.03
2020-09-07 16:25:37.3780,-15.7,17.82,13.16,27.15
2020-09-07 16:25:37.4780,-15.68,17.7,13.2,27.08
2020-09-07 16:25:37.5760,-15.75,17.43,13.31,27.0
2020-09-07 16:25:37.6770,-15.86,17.56,13.22,27.11
2020-09-07 16:25:37.7770,-15.78,17.74,13.13,27.13
2020-09-07 16:25:37.8760,-15.55,17.72,13.01,26.92
2020-09-07 16:25:37.9760,-15.8,17.76,13.16,27.17
2020-09-07 16:25:38.0770,-15.86,17.8,12.98,27.14
2020-09-07 16:25:38.1770,-15.94,17.67,13.39,27.3
2020-09-07 16:25:38.2770,-15.7,17.69,13.24,27.11
2020-09-07 16:25:38.3770,-15.67,17.55,13.18,26.97
2020-09-07 16:25:38.4760,-15.9,17.7,13.37,27.29
2020-09-07 16:25:38.5770,-15.83,17.51,13.32,27.1
2020-09-07 16:25:38.6770,-15.95,17.54,13.2,27.14
2020-09-07 16:25:38.7770,-15.85,17.49,13.16,27.02
2020-09-07 16:25:38.8770,-15.77,17.73,13.25,27.17
2020-09-07 16:25:38.9770,-15.84,17.5,13.21,27.05
2020-09-07 16:25:39.0770,-15.95,17.7,13.05,27.17
2020-09-07 16:25:39.1770,-15.96,17.64,13.24,27.22
2020-09-07 16:25:39.2770,-15.75,17.6,13.05,26.98
2020-09-07 16:25:39.3770,-16.11,17.66,13.13,27.27
2020-09-07 16:25:39.4770,-16.32,17.87,13.09,27.51
