time,Bx,By,Bz,Btotal
2020-09-08 15:47:33.5970,15.06,2.55,0.24,15.28
2020-09-08 15:47:33.6970,15.38,2.8,0.14,15.64
2020-09-08 15:47:33.7990,15.21,2.44,0.16,15.41
2020-09-08 15:47:33.8970,15.57,2.48,0.24,15.77
2020-09-08 15:47:33.9980,15.25,2.71,0.52,15.5
2020-09-08 15:47:34.0980,15.6,2.7,0.21,15.84
2020-09-08 15:47:34.1990,15.33,2.75,0.21,15.58
2020-09-08 15:47:34.2980,15.25,2.64,0.37,15.48
2020-09-08 15:47:34.3970,15.27,2.64,0.29,15.5
2020-09-08 15:47:34.4970,15.6,2.92,0.41,15.87
2020-09-08 15:47:34.5970,15.53,2.57,0.31,15.74
2020-09-08 15:47:34.6970,15.32,2.76,0.2,15.57
2020-09-08 15:47:34.7970,15.26,2.84,0.32,15.53
2020-09-08 15:47:34.8970,15.38,2.5,0.16,15.59
2020-09-08 15:47:34.9970,15.55,2.42,0.45,15.74
2020-09-08 15:47:35.0980,15.4,2.65,0.12,15.62
2020-09-08 15:47:35.1980,15.46,2.41,0.26,15.65
2020-09-08 15:47:35.2980,15.38,2.69,0.57,15.63
2020-09-08 15:47:35.3980,15.55,2.5,0.27,15.75
2020-09-08 15:47:35.4980,15.38,2.76,0.07,15.63
2020-09-08 15:47:35.5980,15.16,2.7,0.32,15.4
2020-09-08 15:47:35.6980,15.28,2.7,0.21,15.52
2020-09-08 15:47:35.7980,15.27,2.56,0.3,15.49
2020-09-08 15:47:35.8980,15.44,2.34,0.16,15.62
2020-09-08 15:47:35.9980,15.66,2.71,0.06,15.89
2020-09-08 15:47:36.0980,15.39,2.88,0.18,15.66
2020-09-08 15:47:36.1980,15.43,2.87,0.07,15.7
2020-09-08 15:47:36.2980,15.45,2.68,0.32,15.68
2020-09-08 15:47:36.3980,15.43,2.61,0.22,15.65
2020-09-08 15:47:36.4980,15.57,2.77,0.31,15.82
2020-09-08 15:47:36.5980,15.62,2.64,-0.03,15.84
2020-09-08 15:47:36.6980,15.45,2.79,0.12,15.7
2020-09-08 15:47:36.7980,15.23,2.78,0.21,15.48
2020-09-08 15:47:36.8980,15.39,2.6,0.08,15.61
