time,Bx,By,Bz,Btotal
2020-09-08 16:9:12.8140,18.99,8.15,3.63,20.98
2020-09-08 16:9:12.9140,18.93,8.21,3.45,20.92
2020-09-08 16:9:13.0140,18.82,8.35,3.54,20.89
2020-09-08 16:9:13.1140,18.45,8.04,3.71,20.46
2020-09-08 16:9:13.2140,18.88,8.55,3.63,21.04
2020-09-08 16:9:13.3140,18.51,8.43,3.65,20.67
2020-09-08 16:9:13.4140,18.51,8.32,3.66,20.62
2020-09-08 16:9:13.5140,18.81,8.43,3.35,20.88
2020-09-08 16:9:13.6140,18.81,8.3,3.62,20.88
2020-09-08 16:9:13.7140,18.58,8.44,3.38,20.69
2020-09-08 16:9:13.8140,18.6,8.53,3.5,20.76
2020-09-08 16:9:13.9140,18.6,8.35,3.39,20.67
2020-09-08 16:9:14.0140,18.55,8.21,3.62,20.6
2020-09-08 16:9:14.1150,18.65,8.35,3.64,20.76
2020-09-08 16:9:14.2150,18.69,8.21,3.48,20.71
2020-09-08 16:9:14.3150,18.48,8.16,3.47,20.49
2020-09-08 16:9:14.4150,18.5,8.38,3.29,20.57
2020-09-08 16:9:14.5150,18.38,8.43,3.56,20.53
2020-09-08 16:9:14.6150,18.53,8.62,3.5,20.74
2020-09-08 16:9:14.7150,18.51,8.38,3.61,20.64
2020-09-08 16:9:14.8150,18.57,8.4,3.38,20.66
2020-09-08 16:9:14.9150,18.44,8.3,3.44,20.51
2020-09-08 16:9:15.0150,18.83,8.3,3.51,20.87
2020-09-08 16:9:15.1150,18.25,8.62,3.65,20.51
2020-09-08 16:9:15.2150,18.3,8.05,3.58,20.31
2020-09-08 16:9:15.3150,18.63,8.53,3.7,20.82
2020-09-08 16:9:15.4150,18.5,8.22,3.64,20.57
2020-09-08 16:9:15.5150,18.46,8.3,3.65,20.57
2020-09-08 16:9:15.6150,18.38,8.3,3.54,20.47
2020-09-08 16:9:15.7340,18.7,8.09,3.47,20.67
2020-09-08 16:9:15.8290,18.55,8.2,3.39,20.57
2020-09-08 16:9:15.9290,18.61,8.36,3.59,20.72
2020-09-08 16:9:16.0320,18.41,8.29,3.48,20.48
