time,Bx,By,Bz,Btotal
2020-09-08 15:56:59.7640,17.25,9.39,3.47,19.94
2020-09-08 15:56:59.8640,17.34,9.29,3.4,19.96
2020-09-08 15:56:59.9640,17.31,9.34,3.22,19.93
2020-09-08 15:57:00.0640,17.57,9.3,3.43,20.17
2020-09-08 15:57:00.1640,17.42,9.24,3.34,20.0
2020-09-08 15:57:00.2650,17.41,9.42,3.25,20.06
2020-09-08 15:57:00.3640,17.66,9.31,3.16,20.21
2020-09-08 15:57:00.4640,17.53,9.4,3.53,20.21
2020-09-08 15:57:00.5650,17.6,9.53,3.47,20.31
2020-09-08 15:57:00.6650,17.55,9.47,3.16,20.19
2020-09-08 15:57:00.7650,17.64,9.51,3.36,20.32
2020-09-08 15:57:00.8650,17.65,9.49,3.22,20.29
2020-09-08 15:57:00.9650,17.38,9.32,3.31,19.99
2020-09-08 15:57:01.0650,17.44,9.37,3.22,20.05
2020-09-08 15:57:01.1650,17.13,9.29,3.42,19.79
2020-09-08 15:57:01.2650,17.09,9.34,3.44,19.78
2020-09-08 15:57:01.3650,17.46,9.48,3.06,20.11
2020-09-08 15:57:01.4650,17.3,9.49,3.55,20.05
2020-09-08 15:57:01.5650,17.64,9.49,3.33,20.31
2020-09-08 15:57:01.6650,17.59,9.34,3.25,20.17
2020-09-08 15:57:01.7650,17.45,9.27,3.13,20.01
2020-09-08 15:57:01.8660,17.46,9.14,3.26,19.97
2020-09-08 15:57:01.9650,17.36,9.47,3.18,20.03
2020-09-08 15:57:02.0650,17.52,9.46,3.38,20.19
2020-09-08 15:57:02.1650,17.47,9.25,3.2,20.03
2020-09-08 15:57:02.2650,17.54,9.28,3.54,20.15
2020-09-08 15:57:02.3650,17.73,9.32,3.25,20.3
2020-09-08 15:57:02.4650,17.48,9.1,3.16,19.96
2020-09-08 15:57:02.5650,17.49,9.26,3.24,20.05
2020-09-08 15:57:02.6650,17.5,9.27,3.27,20.07
2020-09-08 15:57:02.7660,17.39,9.07,3.25,19.88
2020-09-08 15:57:02.8660,17.38,9.22,2.98,19.9
2020-09-08 15:57:02.9660,17.31,9.22,3.15,19.87
2020-09-08 15:57:03.0660,17.35,9.22,3.15,19.89
2020-09-08 15:57:03.1660,17.66,9.22,3.18,20.17
