time,Bx,By,Bz,Btotal
2020-09-08 21:1:48.8370,273.31,97.03,89.75,303.6
2020-09-08 21:1:48.9360,273.62,96.98,89.65,303.82
2020-09-08 21:1:49.0370,273.35,97.03,89.66,303.6
2020-09-08 21:1:49.1370,273.32,96.92,89.68,303.55
2020-09-08 21:1:49.2390,273.3,96.99,89.82,303.59
2020-09-08 21:1:49.3390,273.38,97.01,89.65,303.62
2020-09-08 21:1:49.4400,272.86,96.94,89.82,303.18
2020-09-08 21:1:49.5380,272.78,97.17,90.08,303.26
2020-09-08 21:1:49.6390,272.74,96.74,90.0,303.06
2020-09-08 21:1:49.7390,272.79,96.98,89.96,303.17
2020-09-08 21:1:49.8390,272.82,96.55,89.81,303.01
2020-09-08 21:1:49.9340,272.65,96.74,90.0,302.98
2020-09-08 21:1:50.0380,273.05,96.62,90.03,303.31
2020-09-08 21:1:50.1370,272.79,96.8,90.12,303.16
2020-09-08 21:1:50.2330,273.01,96.85,90.16,303.39
2020-09-08 21:1:50.3430,272.93,96.72,89.98,303.22
2020-09-08 21:1:50.4320,272.28,96.91,90.23,302.77
2020-09-08 21:1:50.5340,272.8,96.88,89.92,303.14
2020-09-08 21:1:50.6320,272.49,96.83,89.86,302.83
2020-09-08 21:1:50.7330,272.74,96.65,89.93,303.01
2020-09-08 21:1:50.8330,272.62,96.97,89.95,303.01
2020-09-08 21:1:50.9330,272.51,96.61,89.99,302.81
2020-09-08 21:1:51.0400,272.52,96.89,90.01,302.92
2020-09-08 21:1:51.1330,272.64,96.78,89.82,302.93
2020-09-08 21:1:51.2350,272.52,96.66,89.98,302.83
2020-09-08 21:1:51.3330,272.59,96.65,90.08,302.92
2020-09-08 21:1:51.4330,272.58,96.55,90.08,302.88
2020-09-08 21:1:51.5330,272.86,96.82,89.96,303.18
2020-09-08 21:1:51.6340,272.64,96.76,90.27,303.06
2020-09-08 21:1:51.7330,272.93,96.77,89.79,303.18
2020-09-08 21:1:51.8330,272.62,96.71,89.86,302.9
2020-09-08 21:1:51.9330,272.72,96.66,90.05,303.04
2020-09-08 21:1:52.0330,272.44,96.5,89.85,302.67
2020-09-08 21:1:52.1330,272.42,96.76,90.03,302.78
2020-09-08 21:1:52.2340,272.57,96.6,89.94,302.85
2020-09-08 21:1:52.3330,272.91,96.62,89.99,303.18
2020-09-08 21:1:52.4340,272.45,96.7,89.98,302.78
2020-09-08 21:1:52.5330,272.84,96.8,89.85,303.13
2020-09-08 21:1:52.6330,272.65,96.64,89.99,302.94
2020-09-08 21:1:52.7340,272.75,96.8,89.82,303.03
2020-09-08 21:1:52.8340,272.62,96.66,89.73,302.85
2020-09-08 21:1:52.9340,272.56,96.68,89.78,302.81
2020-09-08 21:1:53.0340,272.57,97.1,89.93,303.01
2020-09-08 21:1:53.1340,272.97,96.76,89.76,303.2
2020-09-08 21:1:53.2340,272.77,96.8,89.83,303.06
2020-09-08 21:1:53.3340,273.15,96.78,89.65,303.33
2020-09-08 21:1:53.4340,273.57,96.97,89.72,303.8
2020-09-08 21:1:53.5340,273.2,96.9,89.55,303.4
2020-09-08 21:1:53.6340,273.39,97.05,89.76,303.68
2020-09-08 21:1:53.7340,272.98,96.9,89.52,303.19
2020-09-08 21:1:53.8340,273.23,96.86,89.55,303.41
2020-09-08 21:1:53.9340,273.19,96.79,89.57,303.35
2020-09-08 21:1:54.0340,272.87,96.58,89.69,303.04
2020-09-08 21:1:54.1340,273.04,96.89,89.69,303.29
2020-09-08 21:1:54.2350,272.97,96.9,89.72,303.24
2020-09-08 21:1:54.3350,273.15,97.06,89.58,303.41
2020-09-08 21:1:54.4350,273.27,96.74,89.64,303.43
2020-09-08 21:1:54.5340,273.22,96.9,89.73,303.46
2020-09-08 21:1:54.6340,273.04,97.06,89.78,303.36
