time,Bx,By,Bz,Btotal
2020-09-08 16:18:22.1240,6.41,1.96,-7.67,10.19
2020-09-08 16:18:22.2240,6.29,2.01,-7.57,10.04
2020-09-08 16:18:22.3240,6.61,1.81,-7.69,10.3
2020-09-08 16:18:22.4240,6.59,2.03,-7.48,10.18
2020-09-08 16:18:22.5240,6.42,2.11,-7.63,10.19
2020-09-08 16:18:22.6240,6.59,2.24,-7.45,10.2
2020-09-08 16:18:22.7250,6.45,2.11,-7.55,10.15
2020-09-08 16:18:22.8250,6.42,2.06,-7.63,10.18
2020-09-08 16:18:22.9240,6.41,2.09,-7.44,10.04
2020-09-08 16:18:23.0240,6.15,2.36,-7.46,9.96
2020-09-08 16:18:23.1240,5.9,2.14,-7.5,9.77
2020-09-08 16:18:23.2240,6.1,2.14,-7.3,9.75
2020-09-08 16:18:23.3240,6.13,1.97,-7.5,9.89
2020-09-08 16:18:23.4240,6.19,1.98,-7.55,9.96
2020-09-08 16:18:23.5240,6.52,2.07,-7.48,10.13
2020-09-08 16:18:23.6240,6.25,1.97,-7.5,9.96
2020-09-08 16:18:23.7250,6.39,2.04,-7.66,10.18
2020-09-08 16:18:23.8250,6.22,2.03,-7.52,9.97
2020-09-08 16:18:23.9250,6.18,1.69,-7.75,10.06
2020-09-08 16:18:24.0250,6.26,2.17,-7.41,9.94
2020-09-08 16:18:24.1250,6.39,1.78,-7.52,10.02
2020-09-08 16:18:24.2250,6.38,2.09,-7.57,10.11
2020-09-08 16:18:24.3250,6.62,1.98,-7.65,10.3
2020-09-08 16:18:24.4250,6.37,1.94,-7.71,10.19
2020-09-08 16:18:24.5250,6.59,1.67,-7.7,10.27
2020-09-08 16:18:24.6250,6.49,1.74,-7.8,10.3
2020-09-08 16:18:24.7250,6.33,1.98,-7.46,9.98
2020-09-08 16:18:24.8450,6.44,1.92,-7.66,10.19
2020-09-08 16:18:24.9450,6.35,1.94,-7.71,10.18
2020-09-08 16:18:25.0410,6.23,1.86,-7.58,9.99
2020-09-08 16:18:25.1400,6.32,1.99,-7.56,10.05
2020-09-08 16:18:25.2400,6.04,1.92,-7.54,9.85
2020-09-08 16:18:25.3360,6.25,1.94,-7.48,9.94
2020-09-08 16:18:25.4360,6.44,1.78,-7.55,10.09
2020-09-08 16:18:25.5360,6.23,1.73,-7.45,9.86
2020-09-08 16:18:25.6340,6.23,1.87,-7.49,9.92
