time,Bx,By,Bz,Btotal
2020-09-08 16:8:33.7950,18.19,7.74,3.69,20.11
2020-09-08 16:8:33.8940,18.31,7.73,3.55,20.2
2020-09-08 16:8:33.9940,18.08,7.38,3.56,19.85
2020-09-08 16:8:34.0950,18.26,7.66,3.55,20.11
2020-09-08 16:8:34.1950,18.04,7.6,3.63,19.91
2020-09-08 16:8:34.2950,18.21,7.46,3.48,19.99
2020-09-08 16:8:34.3950,18.31,7.62,3.51,20.14
2020-09-08 16:8:34.4950,18.44,7.69,3.52,20.29
2020-09-08 16:8:34.6130,18.21,7.56,3.7,20.06
2020-09-08 16:8:34.7090,18.32,7.53,3.64,20.13
2020-09-08 16:8:34.8130,18.28,7.5,3.81,20.12
2020-09-08 16:8:34.9130,18.18,7.63,3.58,20.04
2020-09-08 16:8:35.0120,18.25,7.68,3.71,20.14
2020-09-08 16:8:35.1060,18.25,7.51,3.69,20.08
2020-09-08 16:8:35.2120,18.24,7.52,3.72,20.08
2020-09-08 16:8:35.3110,17.86,8.03,3.72,19.93
2020-09-08 16:8:35.4070,18.2,7.43,3.58,19.98
2020-09-08 16:8:35.5020,17.8,7.36,3.66,19.61
2020-09-08 16:8:35.6030,18.41,7.64,3.64,20.26
2020-09-08 16:8:35.7010,18.38,7.53,3.68,20.21
2020-09-08 16:8:35.8010,18.33,7.54,3.59,20.14
2020-09-08 16:8:35.9000,18.37,7.62,3.64,20.22
2020-09-08 16:8:36.0010,18.15,7.59,3.61,20.0
2020-09-08 16:8:36.0990,18.39,7.8,3.53,20.28
2020-09-08 16:8:36.2030,18.07,7.82,3.82,20.06
2020-09-08 16:8:36.2980,18.36,7.77,3.57,20.26
2020-09-08 16:8:36.3970,18.32,7.75,3.69,20.23
2020-09-08 16:8:36.5000,18.14,7.55,3.69,19.99
2020-09-08 16:8:36.6020,18.11,7.54,3.6,19.94
2020-09-08 16:8:36.6960,17.91,7.68,3.64,19.82
2020-09-08 16:8:36.7960,18.39,7.75,3.79,20.32
2020-09-08 16:8:36.8960,18.48,7.56,3.58,20.29
2020-09-08 16:8:36.9960,18.33,7.76,3.77,20.26
2020-09-08 16:8:37.0960,18.26,7.76,3.72,20.19
2020-09-08 16:8:37.1960,18.6,7.45,3.63,20.37
2020-09-08 16:8:37.2960,18.53,7.82,3.84,20.48
2020-09-08 16:8:37.3960,18.7,7.59,3.59,20.5
2020-09-08 16:8:37.4960,18.3,7.57,3.74,20.15
2020-09-08 16:8:37.5960,18.01,7.93,3.73,20.03
