time,Bx,By,Bz,Btotal
2020-09-08 16:1:41.7230,16.2,5.3,5.8,18.01
2020-09-08 16:1:41.8230,16.18,5.24,5.74,17.95
2020-09-08 16:1:41.9230,16.34,5.16,5.49,18.0
2020-09-08 16:1:42.0230,16.05,4.92,5.74,17.74
2020-09-08 16:1:42.1230,16.21,5.2,5.65,17.94
2020-09-08 16:1:42.2230,15.91,5.48,5.97,17.86
2020-09-08 16:1:42.3230,16.33,5.17,5.77,18.08
2020-09-08 16:1:42.4230,15.92,5.62,5.55,17.78
2020-09-08 16:1:42.5230,16.08,5.37,5.73,17.9
2020-09-08 16:1:42.6230,15.99,5.24,5.64,17.75
2020-09-08 16:1:42.7230,16.09,5.26,5.64,17.85
2020-09-08 16:1:42.8230,16.25,5.29,5.61,17.98
2020-09-08 16:1:42.9230,16.31,5.4,5.61,18.07
2020-09-08 16:1:43.0230,15.79,5.29,5.62,17.58
2020-09-08 16:1:43.1230,16.11,5.51,6.0,18.06
2020-09-08 16:1:43.2400,16.29,5.17,5.6,17.98
2020-09-08 16:1:43.3380,16.49,5.32,5.78,18.27
2020-09-08 16:1:43.4370,16.33,5.4,5.5,18.05
2020-09-08 16:1:43.5410,16.12,5.29,5.7,17.9
2020-09-08 16:1:43.6370,16.23,5.43,5.69,18.04
2020-09-08 16:1:43.7360,15.82,5.3,5.54,17.58
2020-09-08 16:1:43.8350,16.0,5.6,5.67,17.87
2020-09-08 16:1:43.9340,16.27,5.35,5.41,17.96
2020-09-08 16:1:44.0340,16.04,5.31,5.54,17.78
2020-09-08 16:1:44.1330,15.94,5.48,5.59,17.76
2020-09-08 16:1:44.2330,16.13,5.42,5.59,17.91
2020-09-08 16:1:44.3310,16.16,5.43,5.69,17.97
2020-09-08 16:1:44.4320,15.96,5.42,5.64,17.78
2020-09-08 16:1:44.5310,16.34,5.24,5.54,18.03
2020-09-08 16:1:44.6310,16.31,5.38,5.62,18.07
2020-09-08 16:1:44.7360,16.15,5.31,5.65,17.92
2020-09-08 16:1:44.8360,16.26,5.34,5.5,17.97
2020-09-08 16:1:44.9350,16.29,5.49,5.48,18.05
2020-09-08 16:1:45.0320,16.2,5.38,5.81,18.03
