time,Bx,By,Bz,Btotal
2020-09-07 15:55:08.2380,3.01,12.14,104.8,105.54
2020-09-07 15:55:08.3360,3.05,12.24,104.95,105.71
2020-09-07 15:55:08.4410,3.13,12.06,104.95,105.69
2020-09-07 15:55:08.5390,2.87,12.11,104.96,105.69
2020-09-07 15:55:08.6380,2.88,12.19,105.09,105.84
2020-09-07 15:55:08.7380,2.84,12.34,104.77,105.53
2020-09-07 15:55:08.8380,2.98,12.22,104.9,105.65
2020-09-07 15:55:08.9370,3.24,12.4,105.04,105.82
2020-09-07 15:55:09.0330,3.34,12.12,105.02,105.77
2020-09-07 15:55:09.1350,2.94,12.22,104.83,105.59
2020-09-07 15:55:09.2350,2.92,12.23,105.04,105.79
2020-09-07 15:55:09.3350,2.91,12.15,104.96,105.71
2020-09-07 15:55:09.4330,2.82,12.29,105.22,105.97
2020-09-07 15:55:09.5330,2.93,12.39,105.08,105.85
2020-09-07 15:55:09.6330,2.9,12.2,105.1,105.84
2020-09-07 15:55:09.7330,2.93,12.25,105.23,105.98
2020-09-07 15:55:09.8330,2.64,11.82,105.1,105.8
2020-09-07 15:55:09.9330,2.89,12.17,105.17,105.91
2020-09-07 15:55:10.0330,3.19,12.02,104.95,105.68
2020-09-07 15:55:10.1330,3.17,12.11,105.04,105.79
2020-09-07 15:55:10.2340,2.79,12.02,105.1,105.82
2020-09-07 15:55:10.3330,3.08,12.24,104.86,105.62
2020-09-07 15:55:10.4330,3.0,11.87,104.93,105.64
2020-09-07 15:55:10.5330,2.92,12.0,104.8,105.53
2020-09-07 15:55:10.6340,3.1,12.04,104.81,105.55
2020-09-07 15:55:10.7340,2.93,11.91,104.74,105.45
2020-09-07 15:55:10.8330,3.01,12.08,105.07,105.81
2020-09-07 15:55:10.9340,2.87,11.83,104.86,105.57
2020-09-07 15:55:11.0340,2.81,12.17,104.95,105.69
2020-09-07 15:55:11.1340,2.73,11.94,104.86,105.57
2020-09-07 15:55:11.2340,2.88,12.05,104.98,105.71
2020-09-07 15:55:11.3340,3.06,12.04,104.93,105.66
2020-09-07 15:55:11.4340,3.01,12.31,105.02,105.79
2020-09-07 15:55:11.5340,3.02,12.09,104.9,105.64
2020-09-07 15:55:11.6340,2.99,12.12,105.03,105.77
2020-09-07 15:55:11.7340,3.02,12.06,105.0,105.74
2020-09-07 15:55:11.8340,3.02,12.07,104.93,105.67
2020-09-07 15:55:11.9340,2.85,12.08,104.72,105.45
2020-09-07 15:55:12.0340,3.14,12.05,105.01,105.74
2020-09-07 15:55:12.1340,2.9,12.01,104.86,105.59
2020-09-07 15:55:12.2340,3.04,12.25,105.12,105.87
2020-09-07 15:55:12.3340,2.97,12.05,104.86,105.59
2020-09-07 15:55:12.4340,3.04,11.8,104.89,105.59
2020-09-07 15:55:12.5340,3.2,12.06,105.2,105.94
2020-09-07 15:55:12.6350,2.8,11.99,104.93,105.65
2020-09-07 15:55:12.7340,3.29,12.1,104.83,105.57
2020-09-07 15:55:12.8340,3.07,11.92,104.95,105.67
2020-09-07 15:55:12.9350,3.21,11.92,105.01,105.73
2020-09-07 15:55:13.0350,3.24,11.83,104.93,105.65
2020-09-07 15:55:13.1350,3.14,12.16,104.99,105.74
2020-09-07 15:55:13.2350,3.1,12.1,104.96,105.7
2020-09-07 15:55:13.3350,3.12,11.98,104.93,105.66
2020-09-07 15:55:13.4550,2.81,12.24,104.89,105.64
2020-09-07 15:55:13.5520,3.08,12.17,104.95,105.69
2020-09-07 15:55:13.6510,2.81,12.28,104.95,105.7
2020-09-07 15:55:13.7530,2.86,12.21,105.01,105.75
2020-09-07 15:55:13.8500,2.88,12.13,104.96,105.7
2020-09-07 15:55:13.9510,2.9,11.83,105.0,105.7
2020-09-07 15:55:14.0500,2.99,12.26,104.8,105.56
2020-09-07 15:55:14.1500,2.75,12.11,104.94,105.67
2020-09-07 15:55:14.2490,2.93,12.01,104.88,105.61
2020-09-07 15:55:14.3480,2.98,12.09,104.91,105.65
2020-09-07 15:55:14.4440,2.82,11.95,104.78,105.49
2020-09-07 15:55:14.5440,3.15,12.3,104.89,105.66
2020-09-07 15:55:14.6430,3.05,12.26,105.15,105.91
2020-09-07 15:55:14.7430,2.91,12.09,104.92,105.65
2020-09-07 15:55:14.8450,3.26,12.06,104.97,105.71
2020-09-07 15:55:14.9420,3.35,12.21,104.87,105.63
2020-09-07 15:55:15.0410,3.24,12.11,104.74,105.49
2020-09-07 15:55:15.1430,3.18,12.0,104.97,105.7
2020-09-07 15:55:15.2400,2.99,12.25,104.91,105.67
2020-09-07 15:55:15.3390,2.91,12.34,104.91,105.67
2020-09-07 15:55:15.4390,2.96,12.39,104.84,105.61
2020-09-07 15:55:15.5400,2.95,12.33,105.08,105.84
2020-09-07 15:55:15.6380,2.96,12.06,104.89,105.62
2020-09-07 15:55:15.7380,2.98,12.12,105.01,105.74
2020-09-07 15:55:15.8360,2.91,12.21,104.94,105.69
2020-09-07 15:55:15.9360,3.18,12.27,105.06,105.82
2020-09-07 15:55:16.0370,3.19,12.28,104.98,105.75
2020-09-07 15:55:16.1370,3.11,12.32,104.9,105.67
2020-09-07 15:55:16.2360,2.82,12.27,104.93,105.68
2020-09-07 15:55:16.3370,2.73,12.22,104.77,105.52
2020-09-07 15:55:16.4370,3.05,12.01,104.93,105.66
2020-09-07 15:55:16.5370,3.34,12.09,104.94,105.68
2020-09-07 15:55:16.6370,3.14,12.02,105.07,105.8
2020-09-07 15:55:16.7370,2.97,12.21,104.86,105.61
2020-09-07 15:55:16.8370,3.02,12.15,105.03,105.78
2020-09-07 15:55:16.9370,3.27,12.04,104.86,105.6
2020-09-07 15:55:17.0370,2.91,12.26,104.78,105.54
2020-09-07 15:55:17.1370,3.26,11.9,104.87,105.6
2020-09-07 15:55:17.2370,3.35,12.11,104.96,105.71
2020-09-07 15:55:17.3370,2.85,12.07,105.07,105.8
2020-09-07 15:55:17.4370,3.52,11.99,104.79,105.53
2020-09-07 15:55:17.5370,3.19,12.04,104.81,105.55
2020-09-07 15:55:17.6370,3.21,12.03,104.94,105.67
2020-09-07 15:55:17.7370,2.94,12.08,104.85,105.58
2020-09-07 15:55:17.8370,3.08,12.08,104.96,105.7
2020-09-07 15:55:17.9370,2.78,12.07,105.04,105.77
2020-09-07 15:55:18.0380,3.18,11.97,104.79,105.52
2020-09-07 15:55:18.1380,2.81,12.55,105.16,105.95
