time,Bx,By,Bz,Btotal
2020-09-08 22:2:39.2710,6.09,5.12,-5.31,9.57
2020-09-08 22:2:39.3700,5.88,5.14,-5.27,9.42
2020-09-08 22:2:39.4700,6.02,5.21,-5.35,9.59
2020-09-08 22:2:39.5700,5.79,4.88,-5.27,9.23
2020-09-08 22:2:39.6700,6.12,5.31,-5.45,9.76
2020-09-08 22:2:39.7710,6.08,5.31,-5.38,9.7
2020-09-08 22:2:39.8710,5.93,5.17,-5.38,9.53
2020-09-08 22:2:39.9710,6.04,5.1,-5.31,9.52
2020-09-08 22:2:40.0710,6.21,4.96,-5.27,9.53
2020-09-08 22:2:40.1710,5.99,5.09,-5.45,9.56
2020-09-08 22:2:40.2710,5.82,4.98,-5.31,9.32
2020-09-08 22:2:40.3710,6.24,5.02,-5.34,9.63
2020-09-08 22:2:40.4710,6.33,4.92,-5.43,9.68
2020-09-08 22:2:40.5710,5.83,5.13,-5.21,9.35
2020-09-08 22:2:40.6710,6.08,4.89,-5.26,9.41
2020-09-08 22:2:40.7710,6.1,5.03,-5.42,9.59
2020-09-08 22:2:40.8710,5.86,4.95,-5.58,9.48
2020-09-08 22:2:40.9710,6.13,4.93,-5.19,9.43
2020-09-08 22:2:41.0710,5.7,5.15,-5.24,9.3
2020-09-08 22:2:41.1710,6.14,4.86,-5.43,9.53
2020-09-08 22:2:41.2710,6.35,5.21,-5.55,9.91
2020-09-08 22:2:41.3710,6.13,4.92,-5.42,9.55
2020-09-08 22:2:41.4710,6.11,5.04,-5.25,9.5
2020-09-08 22:2:41.5720,6.0,4.98,-5.37,9.47
2020-09-08 22:2:41.6710,6.02,5.09,-5.26,9.48
2020-09-08 22:2:41.7710,6.36,4.96,-5.42,9.72
2020-09-08 22:2:41.8720,6.39,5.06,-5.52,9.84
2020-09-08 22:2:41.9720,6.45,5.11,-5.43,9.86
2020-09-08 22:2:42.0920,6.34,4.97,-5.45,9.73
2020-09-08 22:2:42.1920,6.52,5.13,-5.33,9.86
2020-09-08 22:2:42.2880,6.42,4.96,-5.41,9.75
2020-09-08 22:2:42.3840,6.31,5.06,-5.33,9.69
2020-09-08 22:2:42.4840,5.97,4.79,-5.37,9.35
2020-09-08 22:2:42.5840,6.31,5.15,-5.09,9.61
2020-09-08 22:2:42.6820,6.18,4.75,-5.44,9.5
2020-09-08 22:2:42.7880,6.17,4.72,-5.18,9.33
2020-09-08 22:2:42.8850,6.38,4.91,-5.25,9.61
2020-09-08 22:2:42.9850,6.22,4.97,-5.42,9.63
2020-09-08 22:2:43.0840,6.37,5.14,-5.37,9.79
2020-09-08 22:2:43.1790,6.07,5.05,-5.52,9.63
2020-09-08 22:2:43.2790,5.97,5.23,-5.3,9.54
2020-09-08 22:2:43.3850,5.96,4.99,-5.35,9.44
2020-09-08 22:2:43.4830,6.34,4.93,-5.4,9.68
2020-09-08 22:2:43.5810,5.87,5.2,-5.18,9.4
