time,Bx,By,Bz,Btotal
2020-09-08 16:4:48.3820,16.3,5.65,5.16,18.01
2020-09-08 16:4:48.4840,16.39,5.51,5.14,18.04
2020-09-08 16:4:48.5820,16.41,5.42,5.05,18.01
2020-09-08 16:4:48.6820,16.24,5.82,5.22,18.03
2020-09-08 16:4:48.7820,16.54,5.62,5.07,18.19
2020-09-08 16:4:48.8820,16.39,5.67,5.2,18.1
2020-09-08 16:4:48.9820,16.19,5.64,5.25,17.93
2020-09-08 16:4:49.0820,16.44,5.64,5.08,18.1
2020-09-08 16:4:49.1820,16.22,5.76,5.18,17.97
2020-09-08 16:4:49.2820,16.22,5.5,5.24,17.91
2020-09-08 16:4:49.3820,16.28,5.86,4.95,17.99
2020-09-08 16:4:49.4820,16.47,6.02,5.02,18.24
2020-09-08 16:4:49.5820,16.54,5.87,5.12,18.29
2020-09-08 16:4:49.6820,16.43,5.88,5.15,18.19
2020-09-08 16:4:49.7820,16.39,5.74,5.03,18.08
2020-09-08 16:4:49.8820,16.45,5.55,4.99,18.07
2020-09-08 16:4:49.9820,16.3,5.46,5.11,17.93
2020-09-08 16:4:50.0820,16.32,5.39,4.98,17.89
2020-09-08 16:4:50.1820,16.2,5.79,5.11,17.94
2020-09-08 16:4:50.2830,15.99,5.74,5.18,17.76
2020-09-08 16:4:50.3830,16.22,5.56,5.21,17.92
2020-09-08 16:4:50.4830,15.86,5.65,5.11,17.59
2020-09-08 16:4:50.5830,16.17,5.68,5.01,17.85
2020-09-08 16:4:50.6830,16.39,5.8,5.1,18.12
2020-09-08 16:4:50.7830,16.37,5.67,5.18,18.08
2020-09-08 16:4:50.8830,16.35,5.63,5.07,18.02
2020-09-08 16:4:50.9830,16.28,5.65,5.27,18.02
2020-09-08 16:4:51.0830,16.25,5.56,5.13,17.93
2020-09-08 16:4:51.1830,16.5,5.75,5.27,18.25
2020-09-08 16:4:51.2830,16.24,5.7,5.17,17.97
2020-09-08 16:4:51.3830,16.41,5.91,5.44,18.27
2020-09-08 16:4:51.4840,16.42,5.61,4.95,18.05
2020-09-08 16:4:51.5830,16.44,5.57,5.32,18.15
2020-09-08 16:4:51.6830,16.33,5.78,5.46,18.16
