time,Bx,By,Bz,Btotal
2020-09-07 16:7:55.7970,-19.1,-1.21,185.17,186.15
2020-09-07 16:7:55.8980,-19.21,-1.25,185.07,186.07
2020-09-07 16:7:55.9970,-19.25,-1.28,185.26,186.26
2020-09-07 16:7:56.0970,-19.08,-1.21,185.17,186.15
2020-09-07 16:7:56.1980,-19.04,-1.03,185.25,186.23
2020-09-07 16:7:56.2980,-19.17,-1.33,185.16,186.16
2020-09-07 16:7:56.3980,-19.25,-1.03,185.35,186.35
2020-09-07 16:7:56.4980,-19.09,-1.01,185.34,186.32
2020-09-07 16:7:56.5980,-19.08,-1.16,185.13,186.11
2020-09-07 16:7:56.6980,-19.08,-0.84,185.29,186.27
2020-09-07 16:7:56.7980,-19.03,-0.98,185.51,186.49
2020-09-07 16:7:56.8980,-19.21,-1.01,185.38,186.38
2020-09-07 16:7:56.9980,-19.12,-0.97,185.28,186.26
2020-09-07 16:7:57.0980,-18.74,-1.0,185.21,186.16
2020-09-07 16:7:57.1980,-19.05,-1.35,185.15,186.14
2020-09-07 16:7:57.2980,-19.05,-1.15,185.34,186.32
2020-09-07 16:7:57.3980,-19.16,-0.97,185.31,186.3
2020-09-07 16:7:57.4980,-18.77,-1.11,185.18,186.13
2020-09-07 16:7:57.5980,-18.98,-0.97,185.34,186.31
2020-09-07 16:7:57.6980,-19.12,-1.15,184.92,185.91
2020-09-07 16:7:57.7980,-19.22,-1.12,185.33,186.33
2020-09-07 16:7:57.8990,-19.03,-0.92,184.9,185.87
2020-09-07 16:7:57.9990,-19.09,-1.17,185.17,186.16
2020-09-07 16:7:58.0990,-18.85,-1.26,185.1,186.06
2020-09-07 16:7:58.1990,-19.09,-0.93,185.26,186.24
2020-09-07 16:7:58.2990,-18.88,-1.32,185.05,186.01
2020-09-07 16:7:58.3990,-19.21,-1.16,185.29,186.28
2020-09-07 16:7:58.4990,-19.07,-1.15,185.28,186.26
2020-09-07 16:7:58.5990,-19.02,-1.08,185.29,186.26
2020-09-07 16:7:58.7000,-19.34,-1.16,185.22,186.23
2020-09-07 16:7:58.7990,-18.94,-1.25,185.13,186.1
2020-09-07 16:7:58.8990,-18.87,-1.31,185.09,186.05
2020-09-07 16:7:58.9990,-19.26,-1.28,185.6,186.6
2020-09-07 16:7:59.0990,-19.01,-1.12,185.14,186.11
2020-09-07 16:7:59.2000,-18.81,-1.22,185.21,186.17
2020-09-07 16:7:59.2990,-18.9,-1.15,185.14,186.1
2020-09-07 16:7:59.4000,-18.9,-1.02,185.08,186.05
2020-09-07 16:7:59.5000,-19.25,-1.15,185.3,186.3
2020-09-07 16:7:59.6000,-19.17,-1.01,185.06,186.06
