time,Bx,By,Bz,Btotal
2020-09-07 16:21:15.6490,-15.78,17.76,21.04,31.73
2020-09-07 16:21:15.7500,-16.2,17.77,20.77,31.77
2020-09-07 16:21:15.8480,-16.08,17.8,20.76,31.72
2020-09-07 16:21:15.9480,-16.25,18.0,20.74,31.91
2020-09-07 16:21:16.0480,-16.4,17.57,20.74,31.74
2020-09-07 16:21:16.1480,-16.31,17.36,20.7,31.56
2020-09-07 16:21:16.2480,-16.01,17.75,20.78,31.67
2020-09-07 16:21:16.3490,-16.27,17.58,20.94,31.81
2020-09-07 16:21:16.4490,-16.14,17.53,20.87,31.67
2020-09-07 16:21:16.5490,-16.06,17.63,21.01,31.78
2020-09-07 16:21:16.6490,-16.07,17.85,20.87,31.82
2020-09-07 16:21:16.7490,-16.24,17.6,20.81,31.73
2020-09-07 16:21:16.8490,-16.25,17.65,20.86,31.79
2020-09-07 16:21:16.9490,-16.58,17.74,20.66,31.89
2020-09-07 16:21:17.0490,-16.16,17.73,20.71,31.69
2020-09-07 16:21:17.1490,-16.27,17.64,20.81,31.76
2020-09-07 16:21:17.2490,-16.1,17.77,20.87,31.79
2020-09-07 16:21:17.3490,-16.04,17.58,20.78,31.6
2020-09-07 16:21:17.4490,-16.02,17.59,20.78,31.59
2020-09-07 16:21:17.5490,-15.83,17.82,21.01,31.77
2020-09-07 16:21:17.6490,-16.32,17.57,20.75,31.71
2020-09-07 16:21:17.7500,-15.96,17.65,20.78,31.59
2020-09-07 16:21:17.8500,-16.2,17.5,20.69,31.58
2020-09-07 16:21:17.9500,-16.44,17.65,20.41,31.59
2020-09-07 16:21:18.0500,-16.22,17.5,20.85,31.69
2020-09-07 16:21:18.1500,-16.1,17.52,20.62,31.49
2020-09-07 16:21:18.2500,-16.23,17.85,20.75,31.82
2020-09-07 16:21:18.3500,-16.2,17.35,20.47,31.34
2020-09-07 16:21:18.4500,-16.14,17.56,20.67,31.56
2020-09-07 16:21:18.5500,-16.02,17.62,20.71,31.56
2020-09-07 16:21:18.6500,-15.73,17.71,20.46,31.3
