time,Bx,By,Bz,Btotal
2020-09-07 15:51:11.8120,3.44,23.83,103.94,106.7
2020-09-07 15:51:11.9140,3.27,23.63,103.76,106.47
2020-09-07 15:51:12.0150,3.11,23.7,103.66,106.38
2020-09-07 15:51:12.1120,3.44,23.87,103.7,106.47
2020-09-07 15:51:12.2110,3.42,23.88,103.53,106.3
2020-09-07 15:51:12.3110,3.49,23.52,103.63,106.32
2020-09-07 15:51:12.4110,3.34,23.71,103.67,106.4
2020-09-07 15:51:12.5100,3.28,23.67,103.56,106.29
2020-09-07 15:51:12.6100,3.4,23.98,103.74,106.53
2020-09-07 15:51:12.7100,3.36,24.02,104.13,106.92
2020-09-07 15:51:12.8100,2.58,24.04,103.81,106.59
2020-09-07 15:51:12.9100,3.37,23.88,103.81,106.57
2020-09-07 15:51:13.0100,3.32,23.61,103.99,106.69
2020-09-07 15:51:13.1100,3.42,23.48,103.65,106.33
2020-09-07 15:51:13.2100,3.61,23.53,103.58,106.28
2020-09-07 15:51:13.3110,3.64,23.92,103.7,106.48
2020-09-07 15:51:13.4110,3.39,23.61,103.69,106.4
2020-09-07 15:51:13.5110,3.63,23.56,103.69,106.4
2020-09-07 15:51:13.6110,3.28,23.6,103.69,106.39
2020-09-07 15:51:13.7110,3.34,23.69,103.75,106.47
2020-09-07 15:51:13.8110,3.26,23.66,103.92,106.63
2020-09-07 15:51:13.9110,3.5,23.63,103.49,106.21
2020-09-07 15:51:14.0110,3.41,23.61,103.53,106.24
2020-09-07 15:51:14.1110,3.24,23.57,103.49,106.18
2020-09-07 15:51:14.2110,3.36,23.58,103.39,106.1
2020-09-07 15:51:14.3110,3.59,23.61,103.65,106.36
2020-09-07 15:51:14.4110,3.92,23.88,103.58,106.37
2020-09-07 15:51:14.5110,3.49,23.77,103.44,106.2
2020-09-07 15:51:14.6110,3.51,23.48,103.71,106.4
2020-09-07 15:51:14.7120,3.47,23.6,103.83,106.54
2020-09-07 15:51:14.8120,3.63,23.48,103.67,106.36
2020-09-07 15:51:14.9110,3.7,23.77,103.6,106.35
2020-09-07 15:51:15.0120,3.67,23.79,103.62,106.38
2020-09-07 15:51:15.1120,3.84,23.54,103.63,106.34
2020-09-07 15:51:15.2120,3.95,23.76,103.51,106.27
2020-09-07 15:51:15.3120,3.59,23.64,103.54,106.26
2020-09-07 15:51:15.4120,3.92,23.53,103.51,106.23
2020-09-07 15:51:15.5120,3.32,23.61,103.6,106.3
2020-09-07 15:51:15.6120,3.44,23.3,103.52,106.17
2020-09-07 15:51:15.7120,3.8,23.45,103.72,106.4
2020-09-07 15:51:15.8120,3.85,23.6,103.72,106.44
2020-09-07 15:51:15.9120,3.86,23.61,103.39,106.12
2020-09-07 15:51:16.0120,3.3,23.76,103.49,106.23
2020-09-07 15:51:16.1120,3.5,23.46,103.55,106.23
2020-09-07 15:51:16.2120,3.86,23.61,103.36,106.09
2020-09-07 15:51:16.3120,3.71,23.26,103.58,106.22
2020-09-07 15:51:16.4120,3.58,23.64,103.63,106.36
2020-09-07 15:51:16.5320,3.69,23.41,103.69,106.36
2020-09-07 15:51:16.6310,3.28,23.79,103.78,106.53
2020-09-07 15:51:16.7270,3.68,23.49,103.57,106.26
2020-09-07 15:51:16.8270,3.74,23.34,103.65,106.31
2020-09-07 15:51:16.9230,4.13,23.51,103.77,106.48
2020-09-07 15:51:17.0320,3.87,23.39,103.57,106.25
2020-09-07 15:51:17.1250,3.51,23.58,103.67,106.38
2020-09-07 15:51:17.2270,3.69,23.24,103.64,106.27
2020-09-07 15:51:17.3240,3.67,23.41,103.55,106.23
2020-09-07 15:51:17.4240,3.62,23.54,103.75,106.45
2020-09-07 15:51:17.5230,3.98,23.43,103.79,106.48
2020-09-07 15:51:17.6230,3.62,23.54,103.52,106.23
2020-09-07 15:51:17.7220,3.68,23.59,103.62,106.33
2020-09-07 15:51:17.8230,3.82,23.33,103.6,106.26
2020-09-07 15:51:17.9220,3.69,23.25,103.69,106.33
2020-09-07 15:51:18.0220,3.67,23.05,103.61,106.21
2020-09-07 15:51:18.1170,3.9,23.44,103.73,106.41
2020-09-07 15:51:18.2210,3.5,23.45,103.82,106.5
2020-09-07 15:51:18.3160,3.67,23.57,103.69,106.4
2020-09-07 15:51:18.4160,3.72,23.53,103.8,106.5
2020-09-07 15:51:18.5150,3.66,23.64,103.58,106.3
2020-09-07 15:51:18.6150,3.52,23.46,103.71,106.38
2020-09-07 15:51:18.7140,3.64,23.5,103.62,106.31
2020-09-07 15:51:18.8130,3.48,23.62,103.56,106.27
2020-09-07 15:51:18.9140,3.51,23.55,103.58,106.28
2020-09-07 15:51:19.0130,3.52,23.54,103.62,106.31
2020-09-07 15:51:19.1140,3.3,23.71,103.67,106.4
2020-09-07 15:51:19.2140,3.23,23.43,103.53,106.2
2020-09-07 15:51:19.3140,3.6,23.6,103.71,106.43
2020-09-07 15:51:19.4140,3.51,23.58,103.7,106.41
2020-09-07 15:51:19.5140,3.78,23.68,103.62,106.36
2020-09-07 15:51:19.6140,3.58,23.61,103.7,106.41
2020-09-07 15:51:19.7140,3.5,23.56,103.69,106.39
2020-09-07 15:51:19.8140,3.49,23.6,103.78,106.48
2020-09-07 15:51:19.9140,3.68,23.66,103.67,106.4
2020-09-07 15:51:20.0140,3.26,23.77,103.82,106.56
2020-09-07 15:51:20.1140,3.55,23.81,103.73,106.48
2020-09-07 15:51:20.2140,3.8,23.78,103.54,106.31
2020-09-07 15:51:20.3140,3.17,23.68,103.78,106.49
2020-09-07 15:51:20.4140,3.84,23.48,103.81,106.5
2020-09-07 15:51:20.5140,3.69,23.53,103.76,106.46
2020-09-07 15:51:20.6150,3.81,23.34,103.53,106.2
2020-09-07 15:51:20.7140,3.55,23.67,103.64,106.37
2020-09-07 15:51:20.8140,3.56,23.51,103.81,106.5
2020-09-07 15:51:20.9150,3.56,23.64,103.59,106.32
2020-09-07 15:51:21.0150,3.66,23.49,103.81,106.49
2020-09-07 15:51:21.1150,3.32,23.35,103.61,106.26
2020-09-07 15:51:21.2150,3.96,23.53,103.71,106.42
2020-09-07 15:51:21.3150,3.72,23.61,103.59,106.31
2020-09-07 15:51:21.4150,3.71,23.44,103.64,106.33
2020-09-07 15:51:21.5150,3.5,23.65,103.86,106.58
2020-09-07 15:51:21.6150,3.72,23.59,103.66,106.38
2020-09-07 15:51:21.7150,3.48,23.79,103.75,106.5
2020-09-07 15:51:21.8160,3.59,23.83,103.63,106.4
2020-09-07 15:51:21.9150,3.62,23.78,103.52,106.28
2020-09-07 15:51:22.0150,3.59,23.6,103.78,106.49
