time,Bx,By,Bz,Btotal
2020-09-08 22:8:25.8130,62.44,-234.71,81.0,256.02
2020-09-08 22:8:25.9140,62.44,-235.1,80.88,256.34
2020-09-08 22:8:26.0140,62.59,-235.1,80.89,256.38
2020-09-08 22:8:26.1140,62.5,-234.98,80.89,256.25
2020-09-08 22:8:26.2140,62.88,-235.16,80.58,256.41
2020-09-08 22:8:26.3310,62.84,-235.15,80.63,256.41
2020-09-08 22:8:26.4300,62.81,-235.32,80.74,256.59
2020-09-08 22:8:26.5290,62.77,-235.07,80.74,256.35
2020-09-08 22:8:26.6270,62.87,-235.25,80.63,256.51
2020-09-08 22:8:26.7210,62.5,-234.97,80.92,256.26
2020-09-08 22:8:26.8190,62.59,-235.19,80.64,256.39
2020-09-08 22:8:26.9200,62.72,-235.18,80.78,256.46
2020-09-08 22:8:27.0270,62.89,-235.24,80.75,256.54
2020-09-08 22:8:27.1270,62.76,-235.11,80.69,256.37
2020-09-08 22:8:27.2280,62.89,-235.22,80.77,256.53
2020-09-08 22:8:27.3260,62.86,-235.12,80.52,256.35
2020-09-08 22:8:27.4220,63.02,-235.12,80.71,256.45
2020-09-08 22:8:27.5190,62.93,-235.27,80.72,256.57
2020-09-08 22:8:27.6180,62.92,-235.29,80.63,256.56
2020-09-08 22:8:27.7240,63.04,-235.25,80.6,256.54
2020-09-08 22:8:27.8200,63.01,-235.2,80.57,256.48
2020-09-08 22:8:27.9200,62.88,-235.21,80.69,256.49
2020-09-08 22:8:28.0190,63.06,-235.29,80.67,256.6
2020-09-08 22:8:28.1190,63.0,-235.19,80.69,256.5
2020-09-08 22:8:28.2180,62.97,-235.03,80.56,256.3
2020-09-08 22:8:28.3180,63.2,-235.21,80.66,256.56
2020-09-08 22:8:28.4170,62.98,-235.15,80.67,256.45
2020-09-08 22:8:28.5170,63.06,-235.28,80.49,256.54
2020-09-08 22:8:28.6160,62.83,-235.12,80.79,256.43
2020-09-08 22:8:28.7160,62.99,-235.2,80.93,256.59
2020-09-08 22:8:28.8150,63.01,-235.44,80.48,256.67
2020-09-08 22:8:28.9150,62.86,-235.33,80.59,256.57
2020-09-08 22:8:29.0150,62.94,-235.38,80.78,256.69
2020-09-08 22:8:29.1150,63.14,-235.2,80.51,256.49
2020-09-08 22:8:29.2150,63.19,-235.36,80.97,256.8
2020-09-08 22:8:29.3160,63.23,-235.22,80.52,256.54
2020-09-08 22:8:29.4160,62.58,-235.13,80.73,256.36
2020-09-08 22:8:29.5160,62.88,-234.93,80.63,256.22
2020-09-08 22:8:29.6160,62.63,-235.06,80.74,256.31
2020-09-08 22:8:29.7160,62.86,-235.03,80.84,256.37
2020-09-08 22:8:29.8160,62.72,-235.12,80.7,256.37
2020-09-08 22:8:29.9170,62.92,-235.06,80.92,256.44
2020-09-08 22:8:30.0160,62.85,-234.97,80.78,256.3
2020-09-08 22:8:30.1170,63.31,-235.07,80.82,256.51
2020-09-08 22:8:30.2160,63.1,-235.08,80.82,256.46
2020-09-08 22:8:30.3160,63.05,-235.27,80.75,256.61
2020-09-08 22:8:30.4170,62.7,-235.08,80.71,256.34
2020-09-08 22:8:30.5160,62.68,-234.94,80.75,256.21
2020-09-08 22:8:30.6170,63.01,-235.07,80.61,256.37
2020-09-08 22:8:30.7170,62.66,-235.13,80.82,256.41
2020-09-08 22:8:30.8170,62.49,-235.02,80.64,256.21
2020-09-08 22:8:30.9180,63.01,-235.15,80.6,256.44
