time,Bx,By,Bz,Btotal
2020-09-07 16:3:40.4720,-8.99,7.37,103.17,103.82
2020-09-07 16:3:40.5730,-8.8,7.13,102.9,103.52
2020-09-07 16:3:40.6700,-8.9,7.01,102.94,103.56
2020-09-07 16:3:40.7740,-8.74,6.92,102.61,103.22
2020-09-07 16:3:40.8730,-8.62,6.86,102.66,103.25
2020-09-07 16:3:40.9760,-8.55,7.06,102.85,103.45
2020-09-07 16:3:41.0720,-8.77,6.96,102.96,103.57
2020-09-07 16:3:41.1720,-8.8,7.1,102.74,103.36
2020-09-07 16:3:41.2730,-8.71,6.85,102.9,103.49
2020-09-07 16:3:41.3720,-9.01,6.99,102.85,103.48
2020-09-07 16:3:41.4650,-9.41,7.04,102.76,103.43
2020-09-07 16:3:41.5700,-8.97,6.86,102.98,103.6
2020-09-07 16:3:41.6690,-8.62,7.01,102.92,103.51
2020-09-07 16:3:41.7660,-8.62,7.14,102.67,103.28
2020-09-07 16:3:41.8650,-8.88,6.82,102.75,103.36
2020-09-07 16:3:41.9650,-8.7,7.02,102.72,103.32
2020-09-07 16:3:42.0650,-8.48,7.08,102.58,103.17
2020-09-07 16:3:42.1650,-8.82,6.92,102.73,103.34
2020-09-07 16:3:42.2650,-8.83,6.93,102.72,103.33
2020-09-07 16:3:42.3650,-8.71,7.01,102.79,103.4
2020-09-07 16:3:42.4660,-8.61,7.01,102.78,103.38
2020-09-07 16:3:42.5650,-8.53,6.89,102.76,103.35
2020-09-07 16:3:42.6660,-8.58,6.96,102.62,103.21
2020-09-07 16:3:42.7660,-8.68,6.89,102.7,103.29
2020-09-07 16:3:42.8650,-8.85,7.03,102.8,103.42
2020-09-07 16:3:42.9650,-8.69,7.09,102.91,103.52
2020-09-07 16:3:43.0660,-8.73,7.09,102.65,103.26
2020-09-07 16:3:43.1660,-8.85,7.18,102.8,103.43
2020-09-07 16:3:43.2660,-8.72,6.86,102.84,103.43
2020-09-07 16:3:43.3660,-8.71,7.14,102.66,103.27
2020-09-07 16:3:43.4660,-8.77,7.05,102.73,103.34
2020-09-07 16:3:43.5660,-8.57,6.82,102.73,103.31
2020-09-07 16:3:43.6660,-8.97,6.83,102.78,103.4
2020-09-07 16:3:43.7660,-8.58,6.77,102.75,103.33
2020-09-07 16:3:43.8660,-8.56,7.0,102.91,103.5
2020-09-07 16:3:43.9660,-8.79,6.88,102.68,103.29
2020-09-07 16:3:44.0660,-8.85,6.95,102.83,103.45
2020-09-07 16:3:44.1660,-8.55,6.88,103.15,103.73
2020-09-07 16:3:44.2670,-8.68,7.07,102.92,103.53
2020-09-07 16:3:44.3660,-8.59,7.02,102.94,103.53
2020-09-07 16:3:44.4660,-8.77,6.96,102.75,103.36
2020-09-07 16:3:44.5660,-8.7,7.07,102.8,103.41
2020-09-07 16:3:44.6660,-8.83,6.79,102.66,103.26
2020-09-07 16:3:44.7660,-8.72,7.11,102.74,103.35
2020-09-07 16:3:44.8660,-8.86,6.83,102.82,103.43
2020-09-07 16:3:44.9670,-8.56,6.93,102.63,103.22
2020-09-07 16:3:45.0670,-8.82,6.88,102.91,103.52
2020-09-07 16:3:45.1670,-8.83,6.8,102.97,103.58
2020-09-07 16:3:45.2670,-8.62,6.81,102.96,103.55
2020-09-07 16:3:45.3670,-8.99,6.93,102.91,103.54
2020-09-07 16:3:45.4670,-8.88,7.0,103.0,103.62
2020-09-07 16:3:45.5670,-8.86,7.23,102.97,103.6
2020-09-07 16:3:45.6670,-8.83,7.14,102.97,103.59
2020-09-07 16:3:45.7670,-8.75,6.87,102.82,103.42
2020-09-07 16:3:45.8670,-8.67,7.0,103.02,103.63
2020-09-07 16:3:45.9680,-8.72,6.99,103.03,103.63
2020-09-07 16:3:46.0670,-8.78,7.05,102.93,103.55
2020-09-07 16:3:46.1670,-8.51,7.16,103.04,103.64
2020-09-07 16:3:46.2670,-8.33,6.97,102.87,103.44
2020-09-07 16:3:46.3680,-8.51,7.26,102.78,103.38
2020-09-07 16:3:46.4840,-8.99,7.16,103.08,103.72
2020-09-07 16:3:46.5830,-8.72,7.23,102.77,103.39
2020-09-07 16:3:46.6830,-8.66,7.22,103.18,103.79
2020-09-07 16:3:46.7820,-8.81,7.21,102.99,103.62
2020-09-07 16:3:46.8770,-8.78,7.05,102.95,103.57
2020-09-07 16:3:46.9810,-8.62,6.89,102.98,103.57
2020-09-07 16:3:47.0810,-8.71,7.2,102.86,103.48
2020-09-07 16:3:47.1810,-9.16,7.03,102.71,103.36
