time,Bx,By,Bz,Btotal
2020-09-07 16:19:56.5890,-16.2,17.67,28.87,37.52
2020-09-07 16:19:56.6900,-16.2,17.72,28.62,37.35
2020-09-07 16:19:56.7900,-16.29,17.85,28.7,37.52
2020-09-07 16:19:56.8900,-16.23,17.68,28.58,37.32
2020-09-07 16:19:56.9900,-16.39,17.6,28.61,37.38
2020-09-07 16:19:57.0900,-16.82,17.48,28.54,37.46
2020-09-07 16:19:57.1900,-16.22,17.52,28.38,37.09
2020-09-07 16:19:57.2900,-16.39,17.41,28.67,37.33
2020-09-07 16:19:57.3900,-16.13,17.87,28.55,37.35
2020-09-07 16:19:57.4900,-16.39,17.74,28.56,37.4
2020-09-07 16:19:57.5900,-16.54,17.75,28.68,37.56
2020-09-07 16:19:57.6900,-16.71,17.38,28.56,37.37
2020-09-07 16:19:57.7900,-16.63,17.39,28.57,37.35
2020-09-07 16:19:57.8900,-16.31,17.4,28.63,37.26
2020-09-07 16:19:57.9900,-16.52,17.54,28.7,37.47
2020-09-07 16:19:58.0900,-16.43,17.61,28.55,37.35
2020-09-07 16:19:58.1910,-16.32,17.38,28.45,37.12
2020-09-07 16:19:58.2910,-16.95,17.65,28.51,37.57
2020-09-07 16:19:58.3910,-16.46,17.33,28.41,37.13
2020-09-07 16:19:58.5080,-16.3,17.32,28.66,37.24
2020-09-07 16:19:58.6110,-16.24,17.44,28.5,37.15
2020-09-07 16:19:58.7030,-15.99,17.38,28.45,36.98
2020-09-07 16:19:58.8120,-16.43,17.64,28.55,37.37
2020-09-07 16:19:58.9060,-16.29,17.4,28.48,37.14
2020-09-07 16:19:59.0020,-16.04,17.67,28.46,37.14
2020-09-07 16:19:59.1050,-16.13,17.67,28.44,37.16
2020-09-07 16:19:59.2000,-17.18,17.66,28.39,37.59
2020-09-07 16:19:59.3040,-16.37,17.6,28.36,37.17
2020-09-07 16:19:59.4040,-16.44,17.55,28.6,37.36
2020-09-07 16:19:59.5030,-16.14,17.53,28.44,37.1
2020-09-07 16:19:59.6030,-16.25,17.32,28.5,37.1
2020-09-07 16:19:59.6990,-16.27,17.59,28.77,37.45
2020-09-07 16:19:59.7970,-16.22,17.52,28.39,37.1
2020-09-07 16:19:59.9000,-16.35,17.63,28.57,37.34
2020-09-07 16:19:59.9960,-16.18,17.35,28.57,37.13
2020-09-07 16:20:00.0920,-16.01,17.58,28.42,37.05
2020-09-07 16:20:00.1920,-16.08,17.49,28.41,37.03
2020-09-07 16:20:00.2920,-16.02,17.54,28.34,36.98
2020-09-07 16:20:00.3920,-16.71,17.5,28.52,37.4
2020-09-07 16:20:00.4930,-16.54,17.82,28.38,37.37
2020-09-07 16:20:00.5950,-16.15,17.55,28.47,37.14
2020-09-07 16:20:00.6940,-16.09,17.62,28.63,37.26
2020-09-07 16:20:00.7920,-16.12,17.57,28.49,37.15
2020-09-07 16:20:00.8930,-16.36,17.67,28.46,37.28
2020-09-07 16:20:00.9930,-16.13,17.57,28.64,37.27
2020-09-07 16:20:01.0920,-16.05,17.3,28.29,36.84
2020-09-07 16:20:01.1920,-16.04,17.65,28.7,37.31
2020-09-07 16:20:01.2930,-16.25,17.35,28.44,37.07
2020-09-07 16:20:01.3920,-16.01,17.58,28.41,37.05
2020-09-07 16:20:01.4930,-15.84,17.62,28.53,37.08
2020-09-07 16:20:01.5930,-16.22,17.65,28.44,37.19
2020-09-07 16:20:01.6930,-15.97,17.58,28.65,37.22
2020-09-07 16:20:01.7920,-16.3,17.71,28.56,37.35
2020-09-07 16:20:01.8930,-16.05,17.4,28.38,36.96
2020-09-07 16:20:01.9930,-16.33,17.52,28.28,37.06
2020-09-07 16:20:02.0930,-16.26,17.33,28.45,37.07
2020-09-07 16:20:02.1930,-16.08,17.52,28.39,37.04
2020-09-07 16:20:02.2930,-16.31,17.49,28.52,37.23
2020-09-07 16:20:02.3930,-16.22,17.46,28.42,37.09
2020-09-07 16:20:02.4930,-16.1,17.63,28.37,37.08
2020-09-07 16:20:02.5930,-16.08,17.76,28.32,37.09
2020-09-07 16:20:02.6930,-16.39,17.69,28.14,37.06
2020-09-07 16:20:02.7930,-16.32,17.59,28.51,37.26
2020-09-07 16:20:02.8930,-15.98,17.72,28.45,37.13
2020-09-07 16:20:02.9930,-16.06,17.83,28.25,37.07
2020-09-07 16:20:03.0930,-16.17,17.53,28.36,37.06
2020-09-07 16:20:03.1930,-16.31,17.69,28.63,37.4
2020-09-07 16:20:03.2930,-16.2,17.35,28.4,37.02
2020-09-07 16:20:03.3930,-16.14,17.41,28.06,36.76
2020-09-07 16:20:03.4930,-15.87,17.51,28.32,36.88
2020-09-07 16:20:03.5940,-15.97,17.27,28.35,36.84
2020-09-07 16:20:03.6940,-16.09,17.61,28.4,37.09
2020-09-07 16:20:03.7930,-16.17,17.35,28.46,37.05
2020-09-07 16:20:03.8940,-15.98,17.34,28.24,36.79
2020-09-07 16:20:03.9940,-15.8,17.24,28.61,36.95
2020-09-07 16:20:04.0940,-16.14,17.47,28.19,36.88
2020-09-07 16:20:04.1940,-16.12,17.66,28.46,37.17
2020-09-07 16:20:04.2940,-15.97,17.6,28.21,36.89
2020-09-07 16:20:04.3940,-15.91,17.56,28.4,36.99
2020-09-07 16:20:04.4940,-15.98,17.34,28.21,36.77
2020-09-07 16:20:04.5940,-15.92,17.51,28.31,36.9
2020-09-07 16:20:04.6940,-16.27,17.4,28.32,37.01
2020-09-07 16:20:04.8150,-15.92,17.46,28.32,36.88
2020-09-07 16:20:04.9130,-16.24,17.54,28.16,36.94
2020-09-07 16:20:05.0090,-16.32,17.65,28.47,37.26
2020-09-07 16:20:05.1060,-16.26,17.55,28.21,36.98
2020-09-07 16:20:05.2050,-16.09,17.56,28.37,37.04
2020-09-07 16:20:05.3080,-15.87,17.48,28.62,37.1
2020-09-07 16:20:05.4030,-16.07,17.69,28.52,37.22
2020-09-07 16:20:05.5070,-15.87,17.63,28.47,37.06
2020-09-07 16:20:05.6020,-15.97,17.5,28.33,36.93
2020-09-07 16:20:05.7060,-16.02,17.48,28.37,36.97
2020-09-07 16:20:05.8010,-16.11,17.36,28.52,37.07
2020-09-07 16:20:05.9050,-16.16,17.39,28.27,36.91
2020-09-07 16:20:06.0040,-15.99,17.48,28.37,36.96
2020-09-07 16:20:06.1040,-15.92,17.27,28.46,36.9
2020-09-07 16:20:06.2030,-16.11,17.28,28.23,36.81
2020-09-07 16:20:06.3030,-16.2,17.51,28.31,37.02
2020-09-07 16:20:06.3990,-16.02,17.47,28.49,37.06
2020-09-07 16:20:06.4960,-16.03,17.49,28.44,37.03
2020-09-07 16:20:06.5950,-15.96,17.61,28.37,37.01
