time,Bx,By,Bz,Btotal
2020-09-07 15:50:20.5840,-1.22,23.53,78.31,81.78
2020-09-07 15:50:20.6840,-1.53,23.86,78.29,81.86
2020-09-07 15:50:20.7840,-1.2,23.6,78.17,81.66
2020-09-07 15:50:20.8840,-1.38,23.67,78.28,81.8
2020-09-07 15:50:20.9840,-1.39,23.7,78.33,81.85
2020-09-07 15:50:21.0840,-1.33,23.73,78.2,81.73
2020-09-07 15:50:21.1840,-1.69,23.89,78.41,81.99
2020-09-07 15:50:21.2840,-1.58,23.57,78.29,81.78
2020-09-07 15:50:21.3840,-1.47,23.72,78.25,81.78
2020-09-07 15:50:21.4840,-1.5,23.75,78.29,81.83
2020-09-07 15:50:21.5840,-1.42,23.88,78.31,81.89
2020-09-07 15:50:21.6840,-1.56,24.04,78.35,81.97
2020-09-07 15:50:21.7840,-1.4,23.72,78.3,81.83
2020-09-07 15:50:21.8840,-1.15,23.76,78.2,81.74
2020-09-07 15:50:21.9840,-1.53,23.82,78.2,81.76
2020-09-07 15:50:22.0850,-1.29,23.62,78.38,81.87
2020-09-07 15:50:22.1840,-1.04,23.79,78.41,81.95
2020-09-07 15:50:22.2840,-1.16,23.91,78.1,81.69
2020-09-07 15:50:22.3840,-1.32,23.87,78.14,81.71
2020-09-07 15:50:22.4850,-1.42,24.09,78.16,81.8
2020-09-07 15:50:22.5840,-1.52,23.74,78.25,81.79
2020-09-07 15:50:22.6840,-1.07,23.78,78.18,81.72
2020-09-07 15:50:22.7840,-1.36,23.62,78.22,81.72
2020-09-07 15:50:22.8850,-1.15,24.09,78.17,81.81
2020-09-07 15:50:22.9850,-1.11,23.83,78.15,81.71
2020-09-07 15:50:23.0850,-1.36,23.61,78.08,81.58
2020-09-07 15:50:23.1850,-1.12,23.89,78.07,81.65
2020-09-07 15:50:23.2850,-1.32,23.99,78.48,82.08
2020-09-07 15:50:23.4030,-1.57,23.88,78.13,81.72
2020-09-07 15:50:23.5020,-1.49,23.68,78.11,81.64
2020-09-07 15:50:23.5990,-1.28,23.75,78.13,81.67
2020-09-07 15:50:23.6960,-1.67,23.73,78.15,81.69
2020-09-07 15:50:23.7960,-1.52,23.95,78.12,81.72
2020-09-07 15:50:23.8990,-1.13,23.77,78.07,81.61
2020-09-07 15:50:23.9930,-1.4,23.59,78.13,81.63
2020-09-07 15:50:24.0930,-1.07,23.79,78.17,81.72
2020-09-07 15:50:24.1920,-1.56,23.68,78.23,81.75
2020-09-07 15:50:24.2910,-1.4,23.76,78.18,81.73
2020-09-07 15:50:24.3950,-1.71,23.73,78.22,81.75
2020-09-07 15:50:24.4950,-1.65,23.78,78.19,81.74
2020-09-07 15:50:24.5920,-1.32,23.95,78.33,81.91
2020-09-07 15:50:24.6940,-1.34,23.83,78.16,81.72
2020-09-07 15:50:24.7930,-1.57,23.93,78.31,81.9
2020-09-07 15:50:24.8930,-1.6,23.87,78.26,81.83
2020-09-07 15:50:24.9900,-1.31,23.73,78.28,81.81
2020-09-07 15:50:25.0860,-1.46,23.92,78.27,81.85
