time,Bx,By,Bz,Btotal
2020-09-08 16:3:12.2670,16.21,5.93,5.95,18.26
2020-09-08 16:3:12.3670,16.06,5.79,5.81,18.03
2020-09-08 16:3:12.4670,16.24,5.82,5.77,18.18
2020-09-08 16:3:12.5680,15.86,5.56,5.62,17.71
2020-09-08 16:3:12.6670,15.96,5.59,5.65,17.83
2020-09-08 16:3:12.7670,15.94,5.79,5.5,17.82
2020-09-08 16:3:12.8680,16.07,5.73,5.7,17.99
2020-09-08 16:3:12.9680,15.82,5.66,5.73,17.75
2020-09-08 16:3:13.0680,15.91,5.55,5.67,17.78
2020-09-08 16:3:13.1680,15.5,5.65,5.43,17.37
2020-09-08 16:3:13.2680,16.05,5.77,5.41,17.89
2020-09-08 16:3:13.3680,15.98,5.55,5.47,17.78
2020-09-08 16:3:13.4680,15.86,5.75,5.58,17.77
2020-09-08 16:3:13.5680,15.89,5.65,5.65,17.79
2020-09-08 16:3:13.6680,16.22,5.61,5.76,18.1
2020-09-08 16:3:13.7680,16.19,5.76,5.79,18.13
2020-09-08 16:3:13.8680,15.88,5.55,5.51,17.7
2020-09-08 16:3:13.9680,15.94,5.63,5.5,17.78
2020-09-08 16:3:14.0680,15.84,5.6,5.62,17.71
2020-09-08 16:3:14.1680,16.1,5.85,5.52,17.99
2020-09-08 16:3:14.2680,15.97,5.52,5.42,17.75
2020-09-08 16:3:14.3680,16.19,5.65,5.61,18.05
2020-09-08 16:3:14.4680,15.98,5.69,5.55,17.85
2020-09-08 16:3:14.5680,16.27,5.54,5.57,18.07
2020-09-08 16:3:14.6680,16.08,5.6,5.63,17.93
2020-09-08 16:3:14.7680,16.21,5.77,5.62,18.1
2020-09-08 16:3:14.8690,16.02,5.71,5.39,17.85
2020-09-08 16:3:14.9830,15.69,6.01,5.48,17.68
2020-09-08 16:3:15.0880,16.06,5.7,5.52,17.91
2020-09-08 16:3:15.1820,16.06,5.66,5.72,17.97
2020-09-08 16:3:15.2880,16.11,5.87,5.58,18.03
2020-09-08 16:3:15.3840,16.38,5.85,5.62,18.28
2020-09-08 16:3:15.4880,15.88,5.57,5.57,17.73
2020-09-08 16:3:15.5850,15.94,5.81,5.71,17.9
2020-09-08 16:3:15.6790,16.18,5.77,5.47,18.03
2020-09-08 16:3:15.7780,15.95,5.73,5.68,17.87
2020-09-08 16:3:15.8810,16.08,5.74,5.45,17.92
2020-09-08 16:3:15.9780,15.68,5.95,5.7,17.71
