time,Bx,By,Bz,Btotal
2020-09-07 16:4:51.2000,-9.96,1.04,149.81,150.14
2020-09-07 16:4:51.3010,-9.97,1.07,149.91,150.24
2020-09-07 16:4:51.4000,-9.86,0.72,149.75,150.08
2020-09-07 16:4:51.5010,-9.94,0.99,149.72,150.05
2020-09-07 16:4:51.6010,-9.52,0.94,149.96,150.26
2020-09-07 16:4:51.7010,-9.67,0.89,149.61,149.93
2020-09-07 16:4:51.8010,-9.52,1.05,149.93,150.24
2020-09-07 16:4:51.9010,-9.82,1.01,149.85,150.17
2020-09-07 16:4:52.0010,-9.81,0.85,150.06,150.39
2020-09-07 16:4:52.1010,-10.05,1.08,149.84,150.18
2020-09-07 16:4:52.2010,-9.99,1.09,149.69,150.03
2020-09-07 16:4:52.3010,-9.78,0.84,150.01,150.33
2020-09-07 16:4:52.4180,-10.02,0.85,149.8,150.14
2020-09-07 16:4:52.5190,-9.82,0.9,149.85,150.17
2020-09-07 16:4:52.6190,-9.91,0.77,149.88,150.21
2020-09-07 16:4:52.7180,-9.82,0.83,149.76,150.09
2020-09-07 16:4:52.8170,-9.5,0.93,149.92,150.22
2020-09-07 16:4:52.9160,-9.58,1.32,150.13,150.44
2020-09-07 16:4:53.0160,-9.74,1.11,149.97,150.29
2020-09-07 16:4:53.1150,-10.14,0.73,149.94,150.28
2020-09-07 16:4:53.2150,-10.05,0.93,149.77,150.11
2020-09-07 16:4:53.3070,-9.78,0.86,149.73,150.05
2020-09-07 16:4:53.4110,-10.02,0.91,150.05,150.38
2020-09-07 16:4:53.5100,-9.74,0.9,149.88,150.2
2020-09-07 16:4:53.6050,-9.68,0.98,149.76,150.08
2020-09-07 16:4:53.7040,-9.91,0.9,149.89,150.22
2020-09-07 16:4:53.8090,-9.92,0.86,149.89,150.22
2020-09-07 16:4:53.9080,-9.89,1.02,149.79,150.12
2020-09-07 16:4:54.0140,-9.64,0.73,149.63,149.95
2020-09-07 16:4:54.1070,-9.67,0.84,149.72,150.03
2020-09-07 16:4:54.2070,-9.88,0.75,149.84,150.17
2020-09-07 16:4:54.3060,-9.9,0.83,149.87,150.2
2020-09-07 16:4:54.4070,-9.72,1.04,149.75,150.07
2020-09-07 16:4:54.5070,-9.99,0.98,149.75,150.09
2020-09-07 16:4:54.6020,-10.05,0.96,149.9,150.24
2020-09-07 16:4:54.7020,-10.2,1.06,149.89,150.24
2020-09-07 16:4:54.8050,-10.24,1.07,149.8,150.15
2020-09-07 16:4:54.9020,-9.85,0.93,149.72,150.04
2020-09-07 16:4:55.0020,-10.05,1.02,149.89,150.23
2020-09-07 16:4:55.1020,-9.78,1.04,149.67,149.99
2020-09-07 16:4:55.2020,-9.73,1.01,149.74,150.06
2020-09-07 16:4:55.3020,-9.94,1.08,149.77,150.1
2020-09-07 16:4:55.4030,-9.99,1.2,150.04,150.38
2020-09-07 16:4:55.5030,-9.91,0.96,149.83,150.16
2020-09-07 16:4:55.6030,-9.85,0.67,149.88,150.2
2020-09-07 16:4:55.7030,-9.7,0.93,149.75,150.06
2020-09-07 16:4:55.8030,-9.84,0.98,149.75,150.07
2020-09-07 16:4:55.9030,-9.91,1.23,149.69,150.02
2020-09-07 16:4:56.0030,-10.16,1.0,149.84,150.18
2020-09-07 16:4:56.1030,-9.64,1.04,149.88,150.2
2020-09-07 16:4:56.2030,-9.77,1.01,149.48,149.8
2020-09-07 16:4:56.3030,-9.76,0.95,149.72,150.05
2020-09-07 16:4:56.4040,-9.89,1.11,149.91,150.24
2020-09-07 16:4:56.5030,-9.76,0.56,149.9,150.21
2020-09-07 16:4:56.6030,-9.57,0.84,149.71,150.02
2020-09-07 16:4:56.7040,-10.14,0.97,149.82,150.16
2020-09-07 16:4:56.8040,-9.68,1.03,149.89,150.21
2020-09-07 16:4:56.9040,-9.54,0.99,149.86,150.16
2020-09-07 16:4:57.0040,-9.76,0.91,149.63,149.95
2020-09-07 16:4:57.1040,-9.97,1.08,149.83,150.16
2020-09-07 16:4:57.2040,-9.86,0.97,149.93,150.26
2020-09-07 16:4:57.3050,-9.62,1.04,149.84,150.16
2020-09-07 16:4:57.4040,-9.64,0.98,149.65,149.97
2020-09-07 16:4:57.5040,-9.8,0.98,149.71,150.03
2020-09-07 16:4:57.6040,-9.69,1.04,149.88,150.2
2020-09-07 16:4:57.7040,-9.77,0.93,149.74,150.06
2020-09-07 16:4:57.8040,-9.59,0.76,149.7,150.01
2020-09-07 16:4:57.9040,-9.74,0.63,149.8,150.12
2020-09-07 16:4:58.0040,-9.55,1.09,149.71,150.02
2020-09-07 16:4:58.1040,-9.75,0.89,149.72,150.04
2020-09-07 16:4:58.2040,-9.81,0.95,149.74,150.06
2020-09-07 16:4:58.3040,-9.53,0.91,149.85,150.16
2020-09-07 16:4:58.4040,-9.69,0.72,149.84,150.15
2020-09-07 16:4:58.5040,-9.59,1.11,149.81,150.12
2020-09-07 16:4:58.6040,-9.88,0.77,149.92,150.25
2020-09-07 16:4:58.7040,-9.91,1.04,149.84,150.17
2020-09-07 16:4:58.8040,-9.98,0.97,149.88,150.21
2020-09-07 16:4:58.9210,-10.2,1.22,149.81,150.16
2020-09-07 16:4:59.0200,-9.86,0.89,149.68,150.0
2020-09-07 16:4:59.1200,-9.99,0.97,149.86,150.19
2020-09-07 16:4:59.2190,-9.75,0.87,149.71,150.03
2020-09-07 16:4:59.3180,-9.89,0.9,149.67,150.0
2020-09-07 16:4:59.4170,-9.55,1.3,149.67,149.98
2020-09-07 16:4:59.5170,-9.64,1.09,149.74,150.05
2020-09-07 16:4:59.6170,-9.99,1.14,149.66,149.99
2020-09-07 16:4:59.7170,-9.81,1.13,149.93,150.26
2020-09-07 16:4:59.8180,-9.73,1.0,150.0,150.32
2020-09-07 16:4:59.9160,-9.44,0.68,149.69,149.99
2020-09-07 16:5:00.0170,-9.49,1.13,149.69,150.0
2020-09-07 16:5:00.1120,-9.83,1.09,149.72,150.04
2020-09-07 16:5:00.2080,-9.56,1.04,149.7,150.01
2020-09-07 16:5:00.3080,-9.62,0.99,149.86,150.17
2020-09-07 16:5:00.4080,-9.7,0.92,149.79,150.1
2020-09-07 16:5:00.5100,-9.55,0.98,149.7,150.01
2020-09-07 16:5:00.6120,-9.63,1.01,149.76,150.08
2020-09-07 16:5:00.7090,-9.64,0.73,149.83,150.14
2020-09-07 16:5:00.8080,-9.9,1.0,149.9,150.23
2020-09-07 16:5:00.9090,-9.46,1.09,149.79,150.09
2020-09-07 16:5:01.0080,-9.77,0.95,149.77,150.09
2020-09-07 16:5:01.1080,-9.43,0.8,149.82,150.12
2020-09-07 16:5:01.2110,-10.39,1.32,150.08,150.45
