time,Bx,By,Bz,Btotal
2020-09-07 16:23:36.3390,-15.62,17.58,15.73,28.29
2020-09-07 16:23:36.4410,-15.75,17.45,15.71,28.27
2020-09-07 16:23:36.5400,-15.54,17.73,15.8,28.38
2020-09-07 16:23:36.6440,-16.04,17.34,15.69,28.36
2020-09-07 16:23:36.7420,-16.16,17.36,15.53,28.35
2020-09-07 16:23:36.8430,-16.09,17.49,15.69,28.47
2020-09-07 16:23:36.9420,-15.8,17.58,15.61,28.33
2020-09-07 16:23:37.0420,-15.8,17.66,15.73,28.44
2020-09-07 16:23:37.1410,-15.97,17.67,15.72,28.54
2020-09-07 16:23:37.2400,-15.94,17.55,15.62,28.39
2020-09-07 16:23:37.3400,-15.87,17.64,15.79,28.5
2020-09-07 16:23:37.4400,-15.58,17.76,15.54,28.28
2020-09-07 16:23:37.5400,-16.18,17.65,15.74,28.66
2020-09-07 16:23:37.6400,-15.74,17.61,15.75,28.38
2020-09-07 16:23:37.7400,-15.92,17.66,15.58,28.42
2020-09-07 16:23:37.8400,-15.96,17.59,15.55,28.39
2020-09-07 16:23:37.9400,-15.97,17.57,15.61,28.42
2020-09-07 16:23:38.0410,-15.8,17.62,15.73,28.41
2020-09-07 16:23:38.1400,-15.84,17.63,15.69,28.42
2020-09-07 16:23:38.2400,-15.56,17.42,15.72,28.16
2020-09-07 16:23:38.3400,-15.95,17.52,15.65,28.4
2020-09-07 16:23:38.4410,-15.84,17.49,15.68,28.33
2020-09-07 16:23:38.5400,-15.77,17.66,15.61,28.36
2020-09-07 16:23:38.6400,-15.45,17.64,15.6,28.16
2020-09-07 16:23:38.7410,-15.73,17.59,15.72,28.35
2020-09-07 16:23:38.8400,-15.73,17.54,15.64,28.28
2020-09-07 16:23:38.9400,-15.83,17.69,15.68,28.45
2020-09-07 16:23:39.0410,-16.01,17.62,15.65,28.49
2020-09-07 16:23:39.1410,-15.86,17.53,15.65,28.35
2020-09-07 16:23:39.2410,-16.04,17.79,15.58,28.57
2020-09-07 16:23:39.3410,-15.89,17.44,15.3,28.12
2020-09-07 16:23:39.4410,-15.84,17.53,15.68,28.36
2020-09-07 16:23:39.5420,-15.91,17.54,15.56,28.33
2020-09-07 16:23:39.6410,-15.96,17.44,15.5,28.27
