time,Bx,By,Bz,Btotal
2020-09-08 20:53:50.5790,35.32,5.27,-46.61,58.72
2020-09-08 20:53:50.6790,35.39,5.12,-46.5,58.66
2020-09-08 20:53:50.7800,35.65,5.19,-46.66,58.95
2020-09-08 20:53:50.8790,35.47,5.22,-46.81,58.96
2020-09-08 20:53:50.9790,35.36,5.3,-46.49,58.65
2020-09-08 20:53:51.0800,35.79,5.42,-46.6,59.0
2020-09-08 20:53:51.1790,35.4,5.06,-46.68,58.8
2020-09-08 20:53:51.2790,35.28,5.23,-46.7,58.76
2020-09-08 20:53:51.3800,35.68,5.51,-46.7,59.03
2020-09-08 20:53:51.4790,35.52,5.23,-46.48,58.73
2020-09-08 20:53:51.5790,35.52,5.31,-46.67,58.9
2020-09-08 20:53:51.6800,35.42,5.23,-46.65,58.8
2020-09-08 20:53:51.7790,35.17,5.39,-46.79,58.78
2020-09-08 20:53:51.8790,35.25,5.33,-46.45,58.55
2020-09-08 20:53:51.9790,35.61,5.09,-46.66,58.92
2020-09-08 20:53:52.0790,35.49,5.1,-46.79,58.95
2020-09-08 20:53:52.1790,35.29,5.26,-46.57,58.67
2020-09-08 20:53:52.2800,35.62,5.1,-46.75,58.99
2020-09-08 20:53:52.3800,35.19,4.96,-46.6,58.61
2020-09-08 20:53:52.4800,35.2,5.16,-46.61,58.63
2020-09-08 20:53:52.5800,35.24,5.08,-46.66,58.69
2020-09-08 20:53:52.6800,35.41,5.31,-46.88,58.99
2020-09-08 20:53:52.7800,35.25,5.06,-46.85,58.85
2020-09-08 20:53:52.8800,35.28,5.39,-46.73,58.8
2020-09-08 20:53:52.9800,35.5,5.18,-46.65,58.85
2020-09-08 20:53:53.0800,35.3,5.1,-46.64,58.72
2020-09-08 20:53:53.1800,35.6,5.29,-46.52,58.82
2020-09-08 20:53:53.2800,35.61,5.19,-46.72,58.97
2020-09-08 20:53:53.3800,35.36,5.23,-46.56,58.7
2020-09-08 20:53:53.4800,35.26,5.22,-46.86,58.87
2020-09-08 20:53:53.5800,35.46,5.21,-46.77,58.92
2020-09-08 20:53:53.6810,35.7,5.21,-46.7,59.01
2020-09-08 20:53:53.7800,35.4,5.18,-46.72,58.85
2020-09-08 20:53:53.8800,35.22,5.32,-46.68,58.72
2020-09-08 20:53:53.9800,35.65,5.14,-46.55,58.86
2020-09-08 20:53:54.0800,35.34,5.06,-46.51,58.63
2020-09-08 20:53:54.1800,35.77,5.07,-46.74,59.07
2020-09-08 20:53:54.2810,35.22,5.27,-46.84,58.84
2020-09-08 20:53:54.3800,35.39,5.13,-46.85,58.94
2020-09-08 20:53:54.4810,35.71,5.02,-46.79,59.08
2020-09-08 20:53:54.5810,35.51,5.22,-46.96,59.11
2020-09-08 20:53:54.6810,35.54,5.22,-46.61,58.84
2020-09-08 20:53:54.7810,35.49,5.1,-46.71,58.88
2020-09-08 20:53:54.8810,35.27,4.95,-46.68,58.72
2020-09-08 20:53:54.9810,35.47,5.4,-46.51,58.74
2020-09-08 20:53:55.0810,35.35,5.15,-46.68,58.78
