time,Bx,By,Bz,Btotal
2020-09-08 21:7:42.3110,31.12,10.5,-4.46,33.14
2020-09-08 21:7:42.4110,31.09,10.51,-4.4,33.11
2020-09-08 21:7:42.5110,31.31,10.4,-4.38,33.28
2020-09-08 21:7:42.6120,31.1,10.57,-4.27,33.12
2020-09-08 21:7:42.7120,30.96,10.3,-4.5,32.94
2020-09-08 21:7:42.8120,30.7,10.56,-4.39,32.76
2020-09-08 21:7:42.9120,30.79,10.46,-4.55,32.83
2020-09-08 21:7:43.0120,31.04,10.43,-4.43,33.04
2020-09-08 21:7:43.1120,30.49,10.39,-4.37,32.5
2020-09-08 21:7:43.2120,30.88,10.32,-4.6,32.88
2020-09-08 21:7:43.3120,30.82,10.33,-4.45,32.81
2020-09-08 21:7:43.4120,30.91,10.31,-4.59,32.9
2020-09-08 21:7:43.5120,31.09,10.45,-4.44,33.1
2020-09-08 21:7:43.6120,31.02,10.47,-4.56,33.05
2020-09-08 21:7:43.7120,31.24,10.45,-4.38,33.23
2020-09-08 21:7:43.8300,30.97,10.45,-4.45,32.99
2020-09-08 21:7:43.9250,31.09,10.5,-4.5,33.12
2020-09-08 21:7:44.0290,30.89,10.31,-4.46,32.86
2020-09-08 21:7:44.1280,31.04,10.45,-4.28,33.03
2020-09-08 21:7:44.2280,31.04,10.71,-4.38,33.13
2020-09-08 21:7:44.3300,31.21,10.31,-4.56,33.18
2020-09-08 21:7:44.4270,31.09,10.38,-4.64,33.1
2020-09-08 21:7:44.5260,31.25,10.41,-4.45,33.24
2020-09-08 21:7:44.6260,30.99,10.29,-4.75,33.0
2020-09-08 21:7:44.7250,31.25,10.31,-4.56,33.22
2020-09-08 21:7:44.8250,31.1,10.25,-4.6,33.07
2020-09-08 21:7:44.9240,31.35,10.48,-4.68,33.38
2020-09-08 21:7:45.0240,30.75,10.3,-4.79,32.78
2020-09-08 21:7:45.1210,31.01,10.37,-4.72,33.04
2020-09-08 21:7:45.2240,31.02,10.38,-4.66,33.05
2020-09-08 21:7:45.3200,30.91,10.5,-4.39,32.94
2020-09-08 21:7:45.4190,31.01,10.42,-4.5,33.02
2020-09-08 21:7:45.5210,30.81,10.58,-4.45,32.88
2020-09-08 21:7:45.6150,30.97,10.41,-4.5,32.98
2020-09-08 21:7:45.7130,30.97,10.41,-4.51,32.98
2020-09-08 21:7:45.8170,31.0,10.29,-4.49,32.97
2020-09-08 21:7:45.9130,31.05,10.13,-4.49,32.97
2020-09-08 21:7:46.0130,31.12,10.33,-4.59,33.11
2020-09-08 21:7:46.1160,31.33,10.5,-4.61,33.36
2020-09-08 21:7:46.2150,30.99,10.32,-4.67,33.0
2020-09-08 21:7:46.3150,30.9,10.26,-4.85,32.92
2020-09-08 21:7:46.4140,30.62,10.61,-4.56,32.73
2020-09-08 21:7:46.5140,30.82,10.31,-4.3,32.78
2020-09-08 21:7:46.6130,30.85,10.46,-4.62,32.9
2020-09-08 21:7:46.7130,31.18,10.6,-4.29,33.21
2020-09-08 21:7:46.8140,30.96,10.12,-4.19,32.84
2020-09-08 21:7:46.9130,31.18,10.16,-4.68,33.13
2020-09-08 21:7:47.0130,31.2,10.18,-4.39,33.11
2020-09-08 21:7:47.1130,31.06,10.26,-4.59,33.03
2020-09-08 21:7:47.2130,30.81,10.08,-4.5,32.73
2020-09-08 21:7:47.3140,31.18,10.19,-4.68,33.13
2020-09-08 21:7:47.4140,31.02,10.36,-4.52,33.01
2020-09-08 21:7:47.5130,31.06,10.31,-4.59,33.04
2020-09-08 21:7:47.6140,31.02,9.97,-4.64,32.91
2020-09-08 21:7:47.7140,31.31,10.1,-4.55,33.21
2020-09-08 21:7:47.8140,31.16,10.44,-4.47,33.16
2020-09-08 21:7:47.9140,31.11,10.02,-4.56,33.0
2020-09-08 21:7:48.0140,31.25,10.41,-4.58,33.26
2020-09-08 21:7:48.1140,31.19,10.3,-4.66,33.18
2020-09-08 21:7:48.2140,31.29,10.34,-4.61,33.28
2020-09-08 21:7:48.3140,31.18,10.37,-4.42,33.15
2020-09-08 21:7:48.4140,31.03,10.47,-4.26,33.03
2020-09-08 21:7:48.5140,31.28,10.31,-4.51,33.24
