time,Bx,By,Bz,Btotal
2020-09-08 21:2:34.0930,158.25,46.89,21.27,166.41
2020-09-08 21:2:34.1930,158.08,46.97,21.17,166.26
2020-09-08 21:2:34.2930,157.89,46.9,21.18,166.07
2020-09-08 21:2:34.3930,158.08,46.94,21.29,166.27
2020-09-08 21:2:34.4930,158.19,47.07,21.35,166.42
2020-09-08 21:2:34.5930,157.86,46.86,20.99,166.0
2020-09-08 21:2:34.6940,158.15,46.98,21.12,166.33
2020-09-08 21:2:34.7930,158.08,46.89,21.37,166.26
2020-09-08 21:2:34.8930,157.95,46.76,21.24,166.09
2020-09-08 21:2:34.9930,158.03,46.72,21.24,166.16
2020-09-08 21:2:35.0940,158.0,46.7,21.22,166.12
2020-09-08 21:2:35.1940,158.23,46.69,21.13,166.32
2020-09-08 21:2:35.2930,158.37,46.75,21.16,166.47
2020-09-08 21:2:35.3940,158.03,46.9,21.19,166.2
2020-09-08 21:2:35.4930,157.98,46.87,21.1,166.13
2020-09-08 21:2:35.5930,157.98,46.73,20.88,166.06
2020-09-08 21:2:35.6940,157.81,46.83,21.14,165.97
2020-09-08 21:2:35.7940,158.06,46.95,21.13,166.24
2020-09-08 21:2:35.8940,158.08,46.95,21.15,166.25
2020-09-08 21:2:35.9940,158.17,46.99,21.24,166.37
2020-09-08 21:2:36.0940,158.12,46.6,21.11,166.19
2020-09-08 21:2:36.1940,158.08,47.01,21.18,166.27
2020-09-08 21:2:36.2940,157.88,47.14,21.27,166.13
2020-09-08 21:2:36.3940,158.0,46.93,21.15,166.17
2020-09-08 21:2:36.4940,157.95,46.96,21.09,166.13
2020-09-08 21:2:36.5940,158.03,47.19,21.26,166.3
2020-09-08 21:2:36.6940,158.08,46.92,21.02,166.23
2020-09-08 21:2:36.7940,157.91,46.53,21.17,165.98
2020-09-08 21:2:36.8940,157.81,47.04,21.05,166.02
2020-09-08 21:2:36.9940,158.11,47.02,21.07,166.29
2020-09-08 21:2:37.0950,158.31,46.95,21.24,166.49
2020-09-08 21:2:37.1940,158.22,46.93,20.9,166.35
2020-09-08 21:2:37.2950,158.0,46.85,21.16,166.16
2020-09-08 21:2:37.3950,157.81,46.88,21.17,165.99
2020-09-08 21:2:37.4940,158.23,46.95,20.87,166.37
2020-09-08 21:2:37.5940,158.25,46.75,21.1,166.36
2020-09-08 21:2:37.6950,157.8,47.07,21.22,166.03
2020-09-08 21:2:37.7950,158.0,46.96,20.9,166.15
2020-09-08 21:2:37.8950,158.58,46.89,20.81,166.67
2020-09-08 21:2:38.0140,158.34,46.74,21.03,166.42
2020-09-08 21:2:38.1140,158.23,46.77,20.86,166.31
2020-09-08 21:2:38.2130,158.27,46.85,21.0,166.39
2020-09-08 21:2:38.3130,158.26,46.9,21.24,166.43
2020-09-08 21:2:38.4130,158.08,46.86,21.07,166.22
2020-09-08 21:2:38.5120,158.1,46.94,21.07,166.26
2020-09-08 21:2:38.6050,158.07,46.82,21.05,166.2
2020-09-08 21:2:38.7080,158.04,46.74,20.96,166.14
2020-09-08 21:2:38.8040,158.2,46.8,20.93,166.3
2020-09-08 21:2:38.9090,158.01,46.93,21.05,166.17
