time,Bx,By,Bz,Btotal
2020-09-07 15:42:34.5420,-5.07,15.21,17.26,23.56
2020-09-07 15:42:34.6420,-5.09,14.93,17.24,23.37
2020-09-07 15:42:34.7400,-5.0,15.09,17.14,23.38
2020-09-07 15:42:34.8440,-4.94,15.12,17.14,23.38
2020-09-07 15:42:34.9440,-5.06,15.23,17.16,23.49
2020-09-07 15:42:35.0430,-5.3,15.02,17.0,23.3
2020-09-07 15:42:35.1430,-4.72,15.14,16.77,23.08
2020-09-07 15:42:35.2420,-4.91,15.31,17.09,23.47
2020-09-07 15:42:35.3420,-4.97,14.96,17.06,23.22
2020-09-07 15:42:35.4410,-4.86,15.42,17.3,23.68
2020-09-07 15:42:35.5410,-5.25,15.17,17.15,23.49
2020-09-07 15:42:35.6390,-5.04,15.41,17.39,23.78
2020-09-07 15:42:35.7390,-5.03,15.17,17.03,23.35
2020-09-07 15:42:35.8390,-4.81,15.23,17.36,23.59
2020-09-07 15:42:35.9390,-4.93,15.21,17.18,23.47
2020-09-07 15:42:36.0390,-4.99,15.19,17.12,23.43
2020-09-07 15:42:36.1390,-5.09,14.97,16.97,23.2
2020-09-07 15:42:36.2390,-4.78,15.17,17.14,23.39
2020-09-07 15:42:36.3390,-4.87,14.83,17.15,23.19
2020-09-07 15:42:36.4400,-5.12,15.16,17.23,23.52
2020-09-07 15:42:36.5390,-4.91,14.97,17.16,23.29
2020-09-07 15:42:36.6390,-4.84,15.05,16.98,23.2
2020-09-07 15:42:36.7400,-4.88,15.37,17.08,23.49
2020-09-07 15:42:36.8400,-4.61,15.19,17.18,23.39
2020-09-07 15:42:36.9400,-4.78,15.16,17.09,23.34
2020-09-07 15:42:37.0400,-4.67,15.02,17.09,23.22
2020-09-07 15:42:37.1400,-4.9,15.15,17.15,23.4
2020-09-07 15:42:37.2400,-5.15,15.18,17.15,23.47
2020-09-07 15:42:37.3400,-5.32,14.92,17.04,23.26
2020-09-07 15:42:37.4400,-5.16,15.14,16.97,23.32
2020-09-07 15:42:37.5400,-5.15,15.1,17.08,23.37
2020-09-07 15:42:37.6400,-5.18,15.38,17.17,23.63
2020-09-07 15:42:37.7400,-4.91,15.15,17.08,23.36
