time,Bx,By,Bz,Btotal
2020-09-08 21:9:39.9690,26.47,9.25,-1.81,28.09
2020-09-08 21:9:40.0680,26.37,9.33,-2.01,28.04
2020-09-08 21:9:40.1690,26.32,9.35,-2.09,28.01
2020-09-08 21:9:40.2690,26.27,9.29,-2.05,27.94
2020-09-08 21:9:40.3690,26.19,9.2,-2.23,27.85
2020-09-08 21:9:40.4690,26.32,9.1,-2.24,27.94
2020-09-08 21:9:40.5690,26.34,9.24,-2.02,27.98
2020-09-08 21:9:40.6690,26.45,9.11,-2.09,28.05
2020-09-08 21:9:40.7690,26.31,9.22,-1.92,27.94
2020-09-08 21:9:40.8690,26.26,9.1,-2.02,27.86
2020-09-08 21:9:40.9690,26.21,9.12,-2.13,27.83
2020-09-08 21:9:41.0690,25.99,9.13,-2.04,27.63
2020-09-08 21:9:41.1690,26.0,9.21,-1.91,27.65
2020-09-08 21:9:41.2690,26.34,9.23,-2.03,27.99
2020-09-08 21:9:41.3690,26.05,9.4,-2.1,27.78
2020-09-08 21:9:41.4690,26.56,9.16,-1.99,28.16
2020-09-08 21:9:41.5690,26.17,9.23,-2.02,27.83
2020-09-08 21:9:41.6690,26.21,9.26,-2.09,27.87
2020-09-08 21:9:41.7690,25.87,9.4,-2.1,27.61
2020-09-08 21:9:41.8690,26.22,9.3,-2.15,27.9
2020-09-08 21:9:41.9690,26.55,9.34,-2.23,28.24
2020-09-08 21:9:42.0700,26.41,9.18,-2.29,28.05
2020-09-08 21:9:42.1700,26.65,9.25,-2.25,28.3
2020-09-08 21:9:42.2700,26.66,9.2,-2.07,28.27
2020-09-08 21:9:42.3700,26.21,9.08,-2.25,27.83
2020-09-08 21:9:42.4700,26.27,9.32,-2.09,27.96
2020-09-08 21:9:42.5700,26.12,9.33,-2.08,27.81
2020-09-08 21:9:42.6700,26.46,9.14,-2.12,28.07
2020-09-08 21:9:42.7700,26.15,9.11,-2.27,27.78
2020-09-08 21:9:42.8700,26.21,9.1,-2.17,27.83
2020-09-08 21:9:42.9900,26.4,9.07,-2.12,27.99
2020-09-08 21:9:43.0860,26.06,9.33,-2.17,27.76
2020-09-08 21:9:43.1870,26.35,9.1,-1.95,27.95
2020-09-08 21:9:43.2830,26.4,9.34,-2.17,28.09
2020-09-08 21:9:43.3810,26.37,9.25,-2.21,28.04
2020-09-08 21:9:43.4840,26.3,9.11,-2.18,27.92
2020-09-08 21:9:43.5840,26.2,9.31,-2.08,27.88
2020-09-08 21:9:43.6840,26.31,9.26,-2.09,27.97
2020-09-08 21:9:43.7830,26.37,9.21,-2.11,28.01
2020-09-08 21:9:43.8820,26.66,9.02,-2.14,28.23
2020-09-08 21:9:43.9820,26.28,9.21,-2.23,27.93
2020-09-08 21:9:44.0820,26.45,9.29,-2.13,28.11
2020-09-08 21:9:44.1810,26.53,9.49,-2.21,28.26
2020-09-08 21:9:44.2810,26.33,9.29,-2.16,28.01
2020-09-08 21:9:44.3770,26.4,9.28,-2.06,28.06
2020-09-08 21:9:44.4770,26.55,9.26,-2.21,28.21
2020-09-08 21:9:44.5730,26.39,9.32,-2.12,28.06
2020-09-08 21:9:44.6720,26.29,9.23,-1.94,27.93
2020-09-08 21:9:44.7750,26.29,9.2,-2.16,27.94
2020-09-08 21:9:44.8740,26.18,9.19,-2.05,27.82
2020-09-08 21:9:44.9740,26.13,9.11,-2.08,27.75
2020-09-08 21:9:45.0740,26.4,9.33,-2.17,28.08
2020-09-08 21:9:45.1720,26.52,9.33,-2.14,28.19
2020-09-08 21:9:45.2730,26.29,9.32,-2.1,27.97
2020-09-08 21:9:45.3720,26.52,9.37,-2.29,28.22
2020-09-08 21:9:45.4710,26.32,9.47,-1.86,28.03
