time,Bx,By,Bz,Btotal
2020-09-07 16:17:48.9200,-16.0,17.24,39.05,45.59
2020-09-07 16:17:49.0200,-16.06,17.21,39.17,45.7
2020-09-07 16:17:49.1200,-15.85,17.21,39.19,45.64
2020-09-07 16:17:49.2200,-15.84,17.09,39.16,45.57
2020-09-07 16:17:49.3210,-16.36,17.38,39.14,45.84
2020-09-07 16:17:49.4200,-16.34,17.22,39.16,45.8
2020-09-07 16:17:49.5200,-16.16,17.39,39.27,45.89
2020-09-07 16:17:49.6210,-16.26,17.16,38.99,45.6
2020-09-07 16:17:49.7210,-16.38,17.29,39.17,45.85
2020-09-07 16:17:49.8200,-16.39,17.27,39.2,45.87
2020-09-07 16:17:49.9210,-16.06,17.06,39.22,45.68
2020-09-07 16:17:50.0210,-15.92,17.25,39.22,45.71
2020-09-07 16:17:50.1210,-16.08,17.18,39.13,45.66
2020-09-07 16:17:50.2210,-16.09,17.08,39.25,45.73
2020-09-07 16:17:50.3210,-15.94,17.25,39.38,45.85
2020-09-07 16:17:50.4210,-16.21,17.36,39.2,45.83
2020-09-07 16:17:50.5210,-15.77,17.36,39.21,45.7
2020-09-07 16:17:50.6210,-16.7,17.32,39.0,45.83
2020-09-07 16:17:50.7210,-16.43,17.25,39.04,45.73
2020-09-07 16:17:50.8210,-16.22,17.12,39.1,45.66
2020-09-07 16:17:50.9210,-16.0,17.24,39.11,45.64
2020-09-07 16:17:51.0210,-16.16,17.24,39.05,45.64
2020-09-07 16:17:51.1210,-16.19,17.06,39.06,45.6
2020-09-07 16:17:51.2220,-16.03,17.25,39.12,45.66
2020-09-07 16:17:51.3220,-15.87,17.31,38.95,45.49
2020-09-07 16:17:51.4220,-15.92,17.29,38.98,45.52
2020-09-07 16:17:51.5220,-16.07,17.28,39.19,45.75
2020-09-07 16:17:51.6220,-16.26,17.16,39.11,45.7
2020-09-07 16:17:51.7220,-16.07,17.09,39.11,45.6
2020-09-07 16:17:51.8220,-16.14,17.02,38.85,45.38
2020-09-07 16:17:51.9220,-16.13,17.23,38.88,45.48
2020-09-07 16:17:52.0220,-16.32,17.36,39.08,45.77
2020-09-07 16:17:52.1220,-16.04,17.24,39.02,45.57
2020-09-07 16:17:52.2350,-16.34,17.08,38.93,45.54
2020-09-07 16:17:52.3320,-16.08,16.78,39.15,45.53
2020-09-07 16:17:52.4410,-16.19,17.27,38.79,45.44
2020-09-07 16:17:52.5380,-15.98,17.21,38.89,45.43
2020-09-07 16:17:52.6330,-16.23,17.17,38.9,45.51
2020-09-07 16:17:52.7370,-16.0,16.87,39.07,45.46
2020-09-07 16:17:52.8330,-15.86,17.1,38.8,45.27
2020-09-07 16:17:52.9360,-16.01,17.28,38.91,45.48
2020-09-07 16:17:53.0310,-15.89,17.13,39.06,45.52
2020-09-07 16:17:53.1300,-16.07,17.28,38.98,45.57
2020-09-07 16:17:53.2340,-16.02,17.16,38.93,45.46
2020-09-07 16:17:53.3340,-16.11,17.3,39.13,45.71
2020-09-07 16:17:53.4330,-15.97,17.27,39.08,45.61
2020-09-07 16:17:53.5330,-15.71,17.29,38.85,45.33
2020-09-07 16:17:53.6290,-15.94,17.46,38.96,45.57
2020-09-07 16:17:53.7280,-15.83,17.37,38.99,45.53
2020-09-07 16:17:53.8280,-15.73,17.27,38.75,45.25
2020-09-07 16:17:53.9270,-16.26,17.23,39.09,45.7
2020-09-07 16:17:54.0270,-16.02,17.23,39.02,45.57
2020-09-07 16:17:54.1260,-16.19,17.21,39.1,45.69
2020-09-07 16:17:54.2230,-16.17,17.46,38.9,45.6
2020-09-07 16:17:54.3240,-15.97,17.29,39.19,45.72
2020-09-07 16:17:54.4240,-16.21,17.14,38.96,45.54
