time,Bx,By,Bz,Btotal
2020-09-08 16:6:47.3410,17.15,6.23,4.54,18.8
2020-09-08 16:6:47.4410,16.97,6.31,4.67,18.69
2020-09-08 16:6:47.5410,16.96,6.3,4.48,18.64
2020-09-08 16:6:47.6420,17.07,6.32,4.39,18.73
2020-09-08 16:6:47.7420,17.05,6.36,4.39,18.71
2020-09-08 16:6:47.8420,16.8,6.28,4.38,18.46
2020-09-08 16:6:47.9420,16.74,6.57,4.46,18.53
2020-09-08 16:6:48.0420,16.68,6.36,4.47,18.41
2020-09-08 16:6:48.1420,16.9,6.62,4.73,18.76
2020-09-08 16:6:48.2420,16.76,6.3,4.71,18.52
2020-09-08 16:6:48.3420,16.99,6.32,4.61,18.7
2020-09-08 16:6:48.4420,17.02,6.28,4.56,18.7
2020-09-08 16:6:48.5420,16.92,6.61,4.51,18.72
2020-09-08 16:6:48.6420,17.06,6.53,4.6,18.84
2020-09-08 16:6:48.7420,16.87,6.62,4.62,18.7
2020-09-08 16:6:48.8420,17.01,6.25,4.43,18.65
2020-09-08 16:6:48.9430,16.86,6.2,4.61,18.55
2020-09-08 16:6:49.0420,17.05,6.6,4.56,18.84
2020-09-08 16:6:49.1420,16.96,6.35,4.68,18.7
2020-09-08 16:6:49.2430,17.08,6.55,4.3,18.79
2020-09-08 16:6:49.3420,17.05,6.44,4.5,18.77
2020-09-08 16:6:49.4420,16.98,6.44,4.42,18.69
2020-09-08 16:6:49.5420,16.77,6.37,4.3,18.45
2020-09-08 16:6:49.6420,16.72,6.57,4.52,18.52
2020-09-08 16:6:49.7430,16.74,6.4,4.5,18.48
2020-09-08 16:6:49.8430,17.14,6.71,4.54,18.95
2020-09-08 16:6:49.9430,17.1,6.51,4.59,18.87
2020-09-08 16:6:50.0430,16.87,6.6,4.42,18.65
2020-09-08 16:6:50.1630,16.99,6.36,4.4,18.67
2020-09-08 16:6:50.2600,16.96,6.4,4.64,18.71
2020-09-08 16:6:50.3620,17.12,6.67,4.61,18.94
2020-09-08 16:6:50.4590,17.09,6.55,4.41,18.83
2020-09-08 16:6:50.5540,17.11,6.34,4.41,18.77
2020-09-08 16:6:50.6540,17.2,6.52,4.68,18.98
2020-09-08 16:6:50.7520,16.77,6.41,4.64,18.55
