time,Bx,By,Bz,Btotal
2020-09-07 16:6:13.8440,-14.32,-5.97,183.79,184.45
2020-09-07 16:6:13.9440,-13.92,-6.11,183.68,184.31
2020-09-07 16:6:14.0440,-14.36,-6.01,183.9,184.56
2020-09-07 16:6:14.1440,-14.0,-6.22,183.52,184.16
2020-09-07 16:6:14.2440,-14.13,-6.21,183.7,184.35
2020-09-07 16:6:14.3440,-14.54,-6.11,183.65,184.33
2020-09-07 16:6:14.4450,-14.25,-6.19,183.7,184.35
2020-09-07 16:6:14.5440,-14.37,-6.23,183.58,184.25
2020-09-07 16:6:14.6440,-14.29,-6.1,183.61,184.26
2020-09-07 16:6:14.7450,-14.46,-6.14,183.38,184.05
2020-09-07 16:6:14.8450,-14.4,-5.82,183.68,184.33
2020-09-07 16:6:14.9450,-14.19,-6.48,183.61,184.28
2020-09-07 16:6:15.0450,-14.29,-6.1,183.61,184.27
2020-09-07 16:6:15.1450,-14.24,-6.0,183.62,184.27
2020-09-07 16:6:15.2450,-14.1,-6.2,183.55,184.2
2020-09-07 16:6:15.3450,-14.28,-6.3,183.68,184.35
2020-09-07 16:6:15.4450,-14.35,-6.31,183.53,184.2
2020-09-07 16:6:15.5450,-14.07,-6.18,183.48,184.13
2020-09-07 16:6:15.6450,-14.08,-6.21,183.53,184.18
2020-09-07 16:6:15.7450,-14.19,-6.12,183.64,184.29
2020-09-07 16:6:15.8450,-14.2,-6.14,183.52,184.17
2020-09-07 16:6:15.9450,-14.38,-6.01,183.07,183.73
2020-09-07 16:6:16.0640,-14.0,-6.03,183.45,184.08
2020-09-07 16:6:16.1630,-14.14,-6.1,183.56,184.21
2020-09-07 16:6:16.2630,-14.25,-6.03,183.67,184.32
2020-09-07 16:6:16.3620,-14.12,-6.01,183.73,184.37
2020-09-07 16:6:16.4620,-13.88,-6.16,183.56,184.19
2020-09-07 16:6:16.5610,-14.15,-6.07,183.27,183.91
2020-09-07 16:6:16.6600,-14.27,-5.89,183.6,184.25
2020-09-07 16:6:16.7600,-14.2,-6.17,183.47,184.12
2020-09-07 16:6:16.8670,-14.15,-6.12,183.56,184.2
2020-09-07 16:6:16.9660,-13.77,-6.23,183.6,184.22
2020-09-07 16:6:17.0640,-13.97,-5.9,183.52,184.15
2020-09-07 16:6:17.1600,-14.2,-6.02,183.52,184.17
2020-09-07 16:6:17.2550,-14.18,-5.95,183.63,184.27
2020-09-07 16:6:17.3640,-14.57,-6.13,183.72,184.4
2020-09-07 16:6:17.4550,-14.32,-5.83,183.57,184.22
2020-09-07 16:6:17.5600,-14.41,-5.97,183.43,184.09
2020-09-07 16:6:17.6530,-14.18,-5.85,183.38,184.02
2020-09-07 16:6:17.7520,-14.39,-5.88,183.57,184.23
2020-09-07 16:6:17.8520,-14.1,-6.0,183.56,184.2
2020-09-07 16:6:17.9510,-14.12,-5.92,183.6,184.24
2020-09-07 16:6:18.0500,-14.33,-5.87,183.55,184.21
2020-09-07 16:6:18.1470,-14.85,-5.85,183.6,184.29
2020-09-07 16:6:18.2460,-14.38,-6.13,183.81,184.48
2020-09-07 16:6:18.3470,-14.3,-6.14,183.73,184.39
2020-09-07 16:6:18.4460,-14.45,-6.08,183.68,184.35
2020-09-07 16:6:18.5460,-14.3,-5.88,183.69,184.34
2020-09-07 16:6:18.6470,-14.13,-5.9,183.84,184.48
2020-09-07 16:6:18.7470,-14.47,-6.02,183.58,184.25
2020-09-07 16:6:18.8470,-14.55,-6.17,183.61,184.29
2020-09-07 16:6:18.9470,-14.29,-6.19,183.65,184.31
2020-09-07 16:6:19.0470,-14.29,-6.19,183.53,184.19
2020-09-07 16:6:19.1470,-14.22,-6.0,183.63,184.27
2020-09-07 16:6:19.2470,-14.14,-6.11,183.65,184.29
2020-09-07 16:6:19.3470,-14.23,-6.02,183.73,184.38
2020-09-07 16:6:19.4470,-14.19,-6.3,183.91,184.56
2020-09-07 16:6:19.5470,-14.0,-6.17,183.56,184.2
2020-09-07 16:6:19.6470,-13.79,-6.2,183.71,184.34
2020-09-07 16:6:19.7470,-14.5,-6.31,183.91,184.59
2020-09-07 16:6:19.8470,-14.26,-6.22,183.81,184.46
2020-09-07 16:6:19.9470,-14.36,-6.36,183.63,184.3
2020-09-07 16:6:20.0470,-14.17,-6.53,183.71,184.38
2020-09-07 16:6:20.1470,-14.18,-6.06,183.79,184.44
2020-09-07 16:6:20.2470,-14.19,-6.2,183.54,184.19
2020-09-07 16:6:20.3480,-14.15,-6.27,183.59,184.24
2020-09-07 16:6:20.4470,-14.35,-6.15,183.89,184.55
2020-09-07 16:6:20.5470,-14.56,-6.11,183.65,184.33
2020-09-07 16:6:20.6480,-14.36,-6.02,183.58,184.24
2020-09-07 16:6:20.7470,-14.48,-6.2,183.61,184.29
2020-09-07 16:6:20.8470,-14.07,-5.96,183.89,184.53
2020-09-07 16:6:20.9480,-14.3,-5.98,183.73,184.38
2020-09-07 16:6:21.0480,-14.13,-6.51,183.72,184.38
2020-09-07 16:6:21.1480,-14.09,-6.17,183.62,184.27
2020-09-07 16:6:21.2480,-13.92,-6.52,183.69,184.33
2020-09-07 16:6:21.3480,-14.08,-6.58,183.5,184.16
2020-09-07 16:6:21.4480,-14.05,-6.53,183.5,184.15
2020-09-07 16:6:21.5480,-13.74,-6.33,183.52,184.14
2020-09-07 16:6:21.6480,-14.14,-6.32,183.74,184.39
2020-09-07 16:6:21.7480,-14.51,-6.3,183.37,184.05
2020-09-07 16:6:21.8480,-14.48,-6.26,183.34,184.02
2020-09-07 16:6:21.9480,-14.25,-6.35,183.55,184.21
2020-09-07 16:6:22.0480,-14.24,-6.29,183.58,184.24
2020-09-07 16:6:22.1480,-14.2,-6.29,183.76,184.42
2020-09-07 16:6:22.2480,-14.37,-6.16,183.54,184.2
2020-09-07 16:6:22.3480,-14.07,-6.21,183.58,184.23
2020-09-07 16:6:22.4480,-14.17,-6.3,183.5,184.15
2020-09-07 16:6:22.5650,-14.3,-6.39,183.43,184.1
2020-09-07 16:6:22.6650,-14.69,-6.39,183.6,184.3
2020-09-07 16:6:22.7650,-14.54,-6.24,183.54,184.22
2020-09-07 16:6:22.8650,-13.95,-6.11,183.63,184.26
2020-09-07 16:6:22.9650,-14.11,-6.4,183.55,184.2
2020-09-07 16:6:23.0550,-14.19,-5.9,183.77,184.41
2020-09-07 16:6:23.1530,-14.4,-6.13,183.86,184.53
2020-09-07 16:6:23.2510,-14.38,-6.04,183.81,184.47
2020-09-07 16:6:23.3500,-14.14,-5.85,183.84,184.48
2020-09-07 16:6:23.4500,-14.12,-6.44,183.61,184.26
2020-09-07 16:6:23.5500,-14.06,-6.46,183.66,184.31
2020-09-07 16:6:23.6510,-14.09,-6.21,183.55,184.2
2020-09-07 16:6:23.7500,-14.4,-6.03,183.56,184.23
2020-09-07 16:6:23.8520,-14.38,-6.16,183.55,184.22
2020-09-07 16:6:23.9540,-14.38,-6.15,183.71,184.37
