time,Bx,By,Bz,Btotal
2020-09-08 17:1:07.5200,25.22,0.2,-9.22,26.85
2020-09-08 17:1:07.6200,25.29,0.21,-9.57,27.04
2020-09-08 17:1:07.7200,25.09,0.1,-9.71,26.9
2020-09-08 17:1:07.8200,25.03,0.06,-9.44,26.75
2020-09-08 17:1:07.9200,24.82,0.14,-9.56,26.6
2020-09-08 17:1:08.0200,25.17,0.26,-9.34,26.85
2020-09-08 17:1:08.1200,25.1,0.15,-9.45,26.82
2020-09-08 17:1:08.2200,25.28,0.21,-9.43,26.98
2020-09-08 17:1:08.3200,25.11,0.34,-9.48,26.84
2020-09-08 17:1:08.4200,25.25,0.17,-9.32,26.92
2020-09-08 17:1:08.5200,25.27,0.15,-9.47,26.98
2020-09-08 17:1:08.6200,25.1,0.34,-9.43,26.82
2020-09-08 17:1:08.7200,25.18,0.14,-9.51,26.92
2020-09-08 17:1:08.8200,24.99,0.1,-9.6,26.77
2020-09-08 17:1:08.9200,24.84,0.43,-9.19,26.49
2020-09-08 17:1:09.0200,24.82,0.35,-9.49,26.58
2020-09-08 17:1:09.1200,24.94,0.51,-9.47,26.68
2020-09-08 17:1:09.2210,24.93,0.39,-9.49,26.68
2020-09-08 17:1:09.3210,24.96,0.46,-9.62,26.75
2020-09-08 17:1:09.4210,24.9,0.3,-9.33,26.59
2020-09-08 17:1:09.5210,25.15,0.09,-9.5,26.89
2020-09-08 17:1:09.6210,24.58,0.17,-9.49,26.35
2020-09-08 17:1:09.7210,25.0,0.23,-9.42,26.72
2020-09-08 17:1:09.8390,25.26,0.27,-9.53,27.0
2020-09-08 17:1:09.9340,24.82,0.37,-9.44,26.56
2020-09-08 17:1:10.0380,24.94,0.21,-9.47,26.68
2020-09-08 17:1:10.1370,24.68,0.21,-9.57,26.47
2020-09-08 17:1:10.2370,25.18,0.11,-9.54,26.93
2020-09-08 17:1:10.3310,25.03,0.24,-9.65,26.82
2020-09-08 17:1:10.4360,25.39,0.23,-9.54,27.13
2020-09-08 17:1:10.5350,25.12,0.18,-9.36,26.81
