time,Bx,By,Bz,Btotal
2020-09-07 16:22:09.4790,-15.74,17.51,17.1,29.11
2020-09-07 16:22:09.5790,-15.92,17.53,17.01,29.15
2020-09-07 16:22:09.6790,-16.73,17.62,16.88,29.58
2020-09-07 16:22:09.7800,-15.81,17.71,17.11,29.26
2020-09-07 16:22:09.8790,-15.55,17.8,17.17,29.21
2020-09-07 16:22:09.9790,-15.8,17.67,17.11,29.24
2020-09-07 16:22:10.0790,-15.78,17.72,17.01,29.2
2020-09-07 16:22:10.1790,-15.96,17.55,17.15,29.27
2020-09-07 16:22:10.2970,-15.66,17.54,17.01,29.02
2020-09-07 16:22:10.3930,-15.87,17.65,17.09,29.25
2020-09-07 16:22:10.4990,-15.84,17.41,16.91,28.98
2020-09-07 16:22:10.5960,-15.79,17.81,16.94,29.22
2020-09-07 16:22:10.6950,-15.77,17.62,17.36,29.33
2020-09-07 16:22:10.7970,-15.93,17.73,17.35,29.48
2020-09-07 16:22:10.8940,-15.87,17.57,16.97,29.13
2020-09-07 16:22:10.9940,-16.17,17.61,17.05,29.37
2020-09-07 16:22:11.0910,-15.77,17.39,17.18,29.09
2020-09-07 16:22:11.1930,-15.8,17.39,16.87,28.93
2020-09-07 16:22:11.2900,-16.16,17.63,16.99,29.34
2020-09-07 16:22:11.3860,-16.06,17.73,16.94,29.31
2020-09-07 16:22:11.4890,-15.89,17.73,16.86,29.17
2020-09-07 16:22:11.5880,-15.83,17.77,17.01,29.25
2020-09-07 16:22:11.6840,-15.74,17.43,16.67,28.8
2020-09-07 16:22:11.7870,-15.81,17.59,16.86,29.04
2020-09-07 16:22:11.8870,-16.26,17.72,16.85,29.36
2020-09-07 16:22:11.9860,-16.01,17.32,16.95,29.05
2020-09-07 16:22:12.0880,-15.99,17.7,16.92,29.25
2020-09-07 16:22:12.1870,-16.22,17.71,17.07,29.46
2020-09-07 16:22:12.2850,-15.9,17.66,17.1,29.27
2020-09-07 16:22:12.3840,-15.74,17.62,17.13,29.18
2020-09-07 16:22:12.4840,-16.23,17.82,16.83,29.4
2020-09-07 16:22:12.5830,-16.12,17.88,17.07,29.52
2020-09-07 16:22:12.6810,-16.02,17.78,17.27,29.51
2020-09-07 16:22:12.7810,-15.88,17.85,17.1,29.38
2020-09-07 16:22:12.8810,-15.69,17.83,17.07,29.25
2020-09-07 16:22:12.9810,-15.79,17.71,16.85,29.1
2020-09-07 16:22:13.0810,-16.05,17.45,16.92,29.13
2020-09-07 16:22:13.1810,-15.73,17.76,17.03,29.2
2020-09-07 16:22:13.2810,-15.62,17.75,17.13,29.19
2020-09-07 16:22:13.3810,-15.94,17.77,17.18,29.41
2020-09-07 16:22:13.4810,-15.92,17.47,17.01,29.11
2020-09-07 16:22:13.5810,-15.79,17.91,17.0,29.31
2020-09-07 16:22:13.6810,-15.77,17.63,17.08,29.18
2020-09-07 16:22:13.7810,-15.98,17.68,17.13,29.35
2020-09-07 16:22:13.8820,-15.98,17.54,17.14,29.27
2020-09-07 16:22:13.9810,-15.8,17.87,17.34,29.49
2020-09-07 16:22:14.0820,-15.78,17.68,17.01,29.17
2020-09-07 16:22:14.1820,-15.76,17.66,17.04,29.16
2020-09-07 16:22:14.2810,-15.77,17.62,17.06,29.16
2020-09-07 16:22:14.3810,-15.79,17.6,17.26,29.27
2020-09-07 16:22:14.4820,-16.09,17.72,17.14,29.44
2020-09-07 16:22:14.5820,-16.31,17.94,17.03,29.63
2020-09-07 16:22:14.6820,-15.92,17.56,17.05,29.2
2020-09-07 16:22:14.7820,-15.81,17.53,17.1,29.15
2020-09-07 16:22:14.8820,-15.81,17.57,16.98,29.1
2020-09-07 16:22:14.9820,-15.96,17.41,16.88,29.03
2020-09-07 16:22:15.0820,-15.99,17.56,16.92,29.16
2020-09-07 16:22:15.1820,-15.76,17.51,16.95,29.02
2020-09-07 16:22:15.2820,-15.9,17.65,16.95,29.18
2020-09-07 16:22:15.3820,-15.95,17.51,16.95,29.12
2020-09-07 16:22:15.4820,-16.0,17.59,16.85,29.14
2020-09-07 16:22:15.5820,-15.99,17.76,17.09,29.38
2020-09-07 16:22:15.6830,-15.97,17.44,17.06,29.16
2020-09-07 16:22:15.7820,-15.94,17.51,17.12,29.22
2020-09-07 16:22:15.8830,-16.15,17.65,17.1,29.4
2020-09-07 16:22:15.9830,-15.86,17.52,16.94,29.08
2020-09-07 16:22:16.0830,-15.89,17.52,16.96,29.11
2020-09-07 16:22:16.1830,-15.9,17.44,16.9,29.03
2020-09-07 16:22:16.2830,-16.11,17.49,16.84,29.13
2020-09-07 16:22:16.3830,-16.0,17.46,17.15,29.24
2020-09-07 16:22:16.4830,-15.76,17.58,17.18,29.2
2020-09-07 16:22:16.5830,-15.83,17.66,17.03,29.19
2020-09-07 16:22:16.6830,-15.93,17.47,16.88,29.05
2020-09-07 16:22:16.7970,-15.86,17.47,16.98,29.07
2020-09-07 16:22:16.8960,-15.93,17.47,17.05,29.15
2020-09-07 16:22:16.9950,-15.98,17.69,17.15,29.37
2020-09-07 16:22:17.0980,-15.94,17.22,17.11,29.04
2020-09-07 16:22:17.1950,-15.97,17.42,16.84,29.02
2020-09-07 16:22:17.3030,-15.92,17.45,16.93,29.06
2020-09-07 16:22:17.3970,-16.02,17.71,17.24,29.45
