time,Bx,By,Bz,Btotal
2020-09-07 16:11:45.7370,-18.1,15.27,69.48,73.41
2020-09-07 16:11:45.8370,-18.32,15.15,69.46,73.42
2020-09-07 16:11:45.9370,-18.13,15.06,69.66,73.54
2020-09-07 16:11:46.0370,-17.8,15.12,69.6,73.41
2020-09-07 16:11:46.1370,-18.27,15.01,69.37,73.29
2020-09-07 16:11:46.2370,-17.93,15.2,69.69,73.55
2020-09-07 16:11:46.3370,-18.18,15.02,69.95,73.82
2020-09-07 16:11:46.4380,-18.24,15.02,69.51,73.41
2020-09-07 16:11:46.5380,-18.04,15.04,69.52,73.38
2020-09-07 16:11:46.6560,-18.55,15.15,69.7,73.7
2020-09-07 16:11:46.7550,-17.97,15.01,69.34,73.18
2020-09-07 16:11:46.8550,-18.19,15.18,69.47,73.4
2020-09-07 16:11:46.9540,-17.97,14.96,69.54,73.36
2020-09-07 16:11:47.0510,-18.19,15.01,69.49,73.38
2020-09-07 16:11:47.1470,-18.35,15.22,69.57,73.55
2020-09-07 16:11:47.2500,-18.3,15.4,69.69,73.68
2020-09-07 16:11:47.3450,-18.35,15.29,69.82,73.79
2020-09-07 16:11:47.4450,-18.14,15.09,69.64,73.53
2020-09-07 16:11:47.5480,-18.07,15.11,69.67,73.55
2020-09-07 16:11:47.6470,-18.14,15.27,69.55,73.48
2020-09-07 16:11:47.7460,-17.9,15.06,69.6,73.43
2020-09-07 16:11:47.8470,-17.99,15.03,69.51,73.36
2020-09-07 16:11:47.9460,-18.18,15.3,69.6,73.55
2020-09-07 16:11:48.0460,-17.9,15.17,69.4,73.26
2020-09-07 16:11:48.1460,-17.86,15.47,69.35,73.27
2020-09-07 16:11:48.2450,-17.68,15.38,69.57,73.41
2020-09-07 16:11:48.3450,-17.95,15.35,69.35,73.26
2020-09-07 16:11:48.4440,-18.03,15.39,69.61,73.54
2020-09-07 16:11:48.5400,-18.0,15.15,69.42,73.29
2020-09-07 16:11:48.6380,-17.79,15.13,69.46,73.28
2020-09-07 16:11:48.7380,-17.84,15.11,69.56,73.38
2020-09-07 16:11:48.8390,-18.08,15.25,69.52,73.43
2020-09-07 16:11:48.9390,-18.24,15.23,69.64,73.58
2020-09-07 16:11:49.0390,-18.12,15.28,69.57,73.49
2020-09-07 16:11:49.1390,-17.79,15.25,69.58,73.42
2020-09-07 16:11:49.2390,-18.21,15.26,69.53,73.48
2020-09-07 16:11:49.3390,-18.32,15.26,69.48,73.46
2020-09-07 16:11:49.4390,-18.02,15.26,69.56,73.46
2020-09-07 16:11:49.5390,-18.1,15.28,69.52,73.44
2020-09-07 16:11:49.6390,-18.16,15.39,69.38,73.35
2020-09-07 16:11:49.7390,-17.94,15.42,69.5,73.42
2020-09-07 16:11:49.8390,-17.9,15.3,69.41,73.3
2020-09-07 16:11:49.9390,-18.06,15.27,69.56,73.47
2020-09-07 16:11:50.0390,-17.91,15.24,69.44,73.31
2020-09-07 16:11:50.1390,-18.05,15.06,69.48,73.36
2020-09-07 16:11:50.2390,-18.05,15.23,69.44,73.35
2020-09-07 16:11:50.3390,-18.22,15.23,69.51,73.45
2020-09-07 16:11:50.4400,-17.94,15.25,69.46,73.34
2020-09-07 16:11:50.5400,-17.82,15.18,69.51,73.34
2020-09-07 16:11:50.6400,-18.04,15.49,69.54,73.5
2020-09-07 16:11:50.7400,-18.26,15.26,69.61,73.56
2020-09-07 16:11:50.8400,-18.19,15.55,69.46,73.47
2020-09-07 16:11:50.9400,-17.9,15.29,69.43,73.32
2020-09-07 16:11:51.0400,-18.07,15.68,69.69,73.68
2020-09-07 16:11:51.1400,-18.17,15.58,69.81,73.8
2020-09-07 16:11:51.2400,-17.87,15.2,69.44,73.3
2020-09-07 16:11:51.3400,-17.95,15.42,69.55,73.47
2020-09-07 16:11:51.4400,-17.61,15.3,69.5,73.32
2020-09-07 16:11:51.5400,-17.81,15.22,69.43,73.27
2020-09-07 16:11:51.6410,-17.93,15.32,69.71,73.6
2020-09-07 16:11:51.7400,-17.73,15.47,69.66,73.53
2020-09-07 16:11:51.8400,-17.69,15.16,69.69,73.48
2020-09-07 16:11:51.9410,-18.03,15.38,69.39,73.33
2020-09-07 16:11:52.0410,-17.75,15.41,69.6,73.47
2020-09-07 16:11:52.1410,-18.03,15.38,69.66,73.58
2020-09-07 16:11:52.2410,-18.17,15.35,69.63,73.58
2020-09-07 16:11:52.3410,-18.22,15.47,69.48,73.48
2020-09-07 16:11:52.4410,-17.98,15.21,69.54,73.42
2020-09-07 16:11:52.5410,-17.78,15.24,69.27,73.12
2020-09-07 16:11:52.6410,-17.92,15.41,69.59,73.49
2020-09-07 16:11:52.7410,-17.82,15.27,69.61,73.46
2020-09-07 16:11:52.8410,-18.06,15.32,69.6,73.52
2020-09-07 16:11:52.9410,-17.99,15.15,69.56,73.43
2020-09-07 16:11:53.0580,-17.96,15.1,69.66,73.51
2020-09-07 16:11:53.1540,-18.02,15.32,69.63,73.53
2020-09-07 16:11:53.2570,-17.68,14.99,69.55,73.31
2020-09-07 16:11:53.3590,-18.0,15.01,69.52,73.37
2020-09-07 16:11:53.4560,-17.95,15.35,69.69,73.58
2020-09-07 16:11:53.5510,-18.14,15.44,69.79,73.75
2020-09-07 16:11:53.6560,-18.11,14.99,69.55,73.42
2020-09-07 16:11:53.7550,-18.24,15.08,69.61,73.52
2020-09-07 16:11:53.8540,-17.85,15.36,69.44,73.32
2020-09-07 16:11:53.9540,-18.2,15.12,69.33,73.25
2020-09-07 16:11:54.0500,-17.86,15.4,69.39,73.29
2020-09-07 16:11:54.1500,-17.8,15.15,69.59,73.41
2020-09-07 16:11:54.2450,-18.0,15.0,69.63,73.46
2020-09-07 16:11:54.3450,-17.85,15.22,69.35,73.21
2020-09-07 16:11:54.4480,-17.96,15.23,69.48,73.36
2020-09-07 16:11:54.5440,-17.91,15.04,69.59,73.42
2020-09-07 16:11:54.6430,-18.05,15.21,69.33,73.24
2020-09-07 16:11:54.7470,-17.8,15.25,69.46,73.31
2020-09-07 16:11:54.8460,-17.83,15.16,69.52,73.35
2020-09-07 16:11:54.9460,-17.91,15.16,69.38,73.24
2020-09-07 16:11:55.0440,-17.95,15.36,69.29,73.21
2020-09-07 16:11:55.1420,-17.76,15.25,69.39,73.23
2020-09-07 16:11:55.2450,-18.0,15.41,69.6,73.53
2020-09-07 16:11:55.3440,-17.8,15.16,69.27,73.11
2020-09-07 16:11:55.4420,-18.06,15.05,69.35,73.23
2020-09-07 16:11:55.5420,-18.05,15.18,69.51,73.4
2020-09-07 16:11:55.6420,-18.01,15.13,69.35,73.23
2020-09-07 16:11:55.7420,-17.91,15.32,69.43,73.33
2020-09-07 16:11:55.8420,-17.99,15.22,69.42,73.31
2020-09-07 16:11:55.9420,-17.72,15.41,69.41,73.28
