time,Bx,By,Bz,Btotal
2020-09-08 15:46:55.7770,16.22,3.06,0.96,16.53
2020-09-08 15:46:55.8770,16.46,3.08,0.66,16.76
2020-09-08 15:46:55.9770,16.37,3.09,0.83,16.68
2020-09-08 15:46:56.0770,16.46,3.32,0.56,16.8
2020-09-08 15:46:56.1770,16.38,3.15,0.77,16.7
2020-09-08 15:46:56.2770,16.51,3.06,0.76,16.81
2020-09-08 15:46:56.3770,16.53,3.32,0.51,16.87
2020-09-08 15:46:56.4770,16.31,3.25,1.0,16.66
2020-09-08 15:46:56.5770,16.37,3.37,0.64,16.73
2020-09-08 15:46:56.6770,16.09,3.28,0.81,16.44
2020-09-08 15:46:56.7780,16.37,3.14,0.82,16.69
2020-09-08 15:46:56.8780,16.43,3.22,1.05,16.78
2020-09-08 15:46:56.9780,16.17,3.21,0.75,16.51
2020-09-08 15:46:57.0780,16.48,2.99,0.73,16.77
2020-09-08 15:46:57.1780,16.5,2.85,0.77,16.76
2020-09-08 15:46:57.2780,16.33,3.02,0.81,16.63
2020-09-08 15:46:57.3780,16.28,3.34,0.77,16.64
2020-09-08 15:46:57.4780,16.24,3.17,0.87,16.57
2020-09-08 15:46:57.5780,16.24,2.99,1.04,16.54
2020-09-08 15:46:57.6780,16.46,2.99,0.87,16.75
2020-09-08 15:46:57.7780,16.53,2.96,1.13,16.83
2020-09-08 15:46:57.8780,16.08,3.17,0.77,16.41
2020-09-08 15:46:57.9780,16.51,3.17,0.63,16.82
2020-09-08 15:46:58.0780,16.64,3.08,0.62,16.94
2020-09-08 15:46:58.1780,16.29,2.92,0.72,16.57
2020-09-08 15:46:58.2780,16.34,2.87,0.61,16.6
2020-09-08 15:46:58.3790,16.54,3.02,0.76,16.83
2020-09-08 15:46:58.4790,16.28,3.11,0.63,16.59
2020-09-08 15:46:58.5790,16.58,2.85,0.66,16.84
2020-09-08 15:46:58.6790,16.54,3.01,0.73,16.83
2020-09-08 15:46:58.7790,16.55,3.21,0.65,16.87
2020-09-08 15:46:58.8790,16.65,3.07,0.82,16.95
2020-09-08 15:46:58.9790,16.48,2.98,0.7,16.76
2020-09-08 15:46:59.0790,16.49,2.99,0.68,16.77
2020-09-08 15:46:59.1790,16.56,3.11,0.58,16.86
2020-09-08 15:46:59.2790,16.11,2.85,0.53,16.37
