time,Bx,By,Bz,Btotal
2020-09-08 16:1:01.4090,15.83,5.71,5.42,17.68
2020-09-08 16:1:01.5100,15.93,5.84,5.39,17.8
2020-09-08 16:1:01.6100,15.89,5.69,5.37,17.71
2020-09-08 16:1:01.7170,16.05,5.7,5.6,17.93
2020-09-08 16:1:01.8130,15.86,5.73,5.34,17.69
2020-09-08 16:1:01.9130,15.91,5.72,5.48,17.77
2020-09-08 16:1:02.0120,16.1,5.7,5.53,17.96
2020-09-08 16:1:02.1120,16.21,5.56,5.63,18.04
2020-09-08 16:1:02.2140,16.22,5.51,5.53,18.0
2020-09-08 16:1:02.3110,16.41,5.58,5.64,18.23
2020-09-08 16:1:02.4110,15.86,5.7,5.32,17.67
2020-09-08 16:1:02.5100,16.09,5.65,5.42,17.89
2020-09-08 16:1:02.6040,16.19,5.45,5.34,17.9
2020-09-08 16:1:02.7060,16.17,5.47,5.27,17.86
2020-09-08 16:1:02.8040,16.1,5.49,5.57,17.9
2020-09-08 16:1:02.9080,16.26,5.58,5.17,17.95
2020-09-08 16:1:03.0050,15.92,5.55,5.46,17.72
2020-09-08 16:1:03.1040,16.14,5.48,5.53,17.92
2020-09-08 16:1:03.2040,15.94,5.81,5.44,17.81
2020-09-08 16:1:03.3040,15.94,5.79,5.68,17.89
2020-09-08 16:1:03.4040,15.9,5.7,5.49,17.76
2020-09-08 16:1:03.5040,15.78,5.85,5.65,17.75
2020-09-08 16:1:03.6040,15.86,5.68,5.63,17.76
2020-09-08 16:1:03.7050,15.79,5.64,5.55,17.66
2020-09-08 16:1:03.8040,15.9,5.74,5.44,17.75
2020-09-08 16:1:03.9040,15.75,5.75,5.4,17.62
2020-09-08 16:1:04.0040,15.94,5.64,5.65,17.83
2020-09-08 16:1:04.1040,15.95,5.65,5.57,17.81
2020-09-08 16:1:04.2040,16.22,5.55,5.43,17.98
2020-09-08 16:1:04.3050,16.01,5.48,5.54,17.81
2020-09-08 16:1:04.4050,15.75,5.58,5.66,17.64
2020-09-08 16:1:04.5040,16.06,5.68,5.48,17.9
2020-09-08 16:1:04.6050,16.0,5.85,5.42,17.88
2020-09-08 16:1:04.7050,16.13,5.91,5.58,18.06
2020-09-08 16:1:04.8050,15.81,5.74,5.75,17.78
